"tournament","date","Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","GRB%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"LCP 2025 Mid Season Qualifying Series","2025-06-08","MGN Vikings Esports",3,1,2,43.1,45,53,0.85,0.76,-0.07,"-4.5%",65.4,-32.1,1232,"33%","67%","33%",3,"67%","67%","33%","47%",,"33%","40%","49.4%","48.1%",3.66,1.26,1.48
"LCP 2025 Mid Season Qualifying Series","2025-06-08","TALON",13,7,6,35.3,177,168,1.05,0.75,-0.19,"-2.8%",48.6,5.2,-75,"46%","46%","38%",2.8,"38%","59%","38%","48%","0%","54%","61%","49.8%","49.3%",3.25,1.12,1.59
"LCP 2025 Mid Season Qualifying Series","2025-06-08","Team Secret Whales",6,1,5,32.3,58,92,0.63,0.77,-0.43,"-5.4%",50.9,-34.2,87,"33%","33%","33%",3,"50%","78%","67%","46%",,"0%","0%","49.2%","51.9%",3.62,1.29,1.42
"LCP 2025 Season Finals","2025-07-26","DetonatioN FocusMe",2,0,2,32.8,19,25,0.76,0.67,-1.57,"-13.1%",25.9,-25.9,-2690,"50%","0%","0%",1,"0%","0%","100%","75%","0%","0%","0%","48.3%","42.8%",2.99,1.32,1.62
"LCP 2025 Season Finals","2025-07-26","MGN Vikings Esports",2,2,0,32.8,25,19,1.32,0.67,1.57,"13.1%",74.1,25.9,2690,"50%","100%","100%",4.5,"100%","100%","0%","25%","100%","50%","100%","51.7%","57.2%",3.93,1.15,1.35
"LCP 2025 Season Finals","2025-07-26","PSG Talon",2,0,2,42.1,19,25,0.76,0.52,0.61,"3.0%",73.5,-73.5,1771,"50%","50%","50%",2,"100%","67%","0%","58%",,"100%","75%","49.8%","50.2%",3.31,1.4,1.81
"LCP 2025 Season Finals","2025-07-26","Team Secret Whales",2,2,0,42.1,25,19,1.32,0.52,-0.61,"-3.0%",26.5,73.5,-1771,"50%","50%","50%",2,"0%","33%","100%","42%",,"0%","25%","50.2%","49.8%",4.23,1.53,1.65
"LCP 2025 Season Finals","2025-07-27","Chiefs Esports Club",3,1,2,29.4,34,33,1.03,0.76,0.24,"1.8%",56,-22.7,935,"67%","67%","33%",2.3,"33%","33%","33%","42%",,"33%","50%","49.1%","47.7%",3.4,1.13,1.2
"LCP 2025 Season Finals","2025-07-27","CTBC Flying Oyster",3,2,1,35.1,41,46,0.89,0.83,-1.07,"-3.5%",37,29.7,-862,"33%","33%","0%",3.7,"33%","56%","67%","50%",,"33%","50%","49.5%","51.1%",3.77,1.57,1.71
"LCP 2025 Season Finals","2025-07-27","DetonatioN FocusMe",2,0,2,32.8,19,25,0.76,0.67,-1.57,"-13.1%",25.9,-25.9,-2690,"50%","0%","0%",1,"0%","0%","100%","75%","0%","0%","0%","48.3%","42.8%",2.99,1.32,1.62
"LCP 2025 Season Finals","2025-07-27","Fukuoka SoftBank HAWKS gaming",3,2,1,29.4,33,34,0.97,0.76,-0.24,"-1.8%",44,22.7,-935,"33%","33%","67%",3,"67%","67%","67%","58%",,"0%","50%","50.9%","52.3%",3,0.9,1.3
"LCP 2025 Season Finals","2025-07-27","GAM Esports",3,1,2,35.1,46,41,1.12,0.83,1.07,"3.5%",63,-29.7,862,"67%","67%","100%",3.7,"67%","44%","33%","50%",,"67%","50%","50.5%","48.9%",3.56,1.37,1.65
"LCP 2025 Season Finals","2025-07-27","MGN Vikings Esports",2,2,0,32.8,25,19,1.32,0.67,1.57,"13.1%",74.1,25.9,2690,"50%","100%","100%",4.5,"100%","100%","0%","25%","100%","50%","100%","51.7%","57.2%",3.93,1.15,1.35
"LCP 2025 Season Finals","2025-07-27","PSG Talon",2,0,2,42.1,19,25,0.76,0.52,0.61,"3.0%",73.5,-73.5,1771,"50%","50%","50%",2,"100%","67%","0%","58%",,"100%","75%","49.8%","50.2%",3.31,1.4,1.81
"LCP 2025 Season Finals","2025-07-27","Team Secret Whales",2,2,0,42.1,25,19,1.32,0.52,-0.61,"-3.0%",26.5,73.5,-1771,"50%","50%","50%",2,"0%","33%","100%","42%",,"0%","25%","50.2%","49.8%",4.23,1.53,1.65
"LCP 2025 Season Finals","2025-08-02","Chiefs Esports Club",6,2,4,30.4,64,70,0.91,0.74,0.1,"-0.0%",54.7,-21.3,510,"50%","67%","33%",2.8,"40%","33%","33%","46%",,"33%","40%","49.6%","48.4%",3.36,1.11,1.24
"LCP 2025 Season Finals","2025-08-02","CTBC Flying Oyster",5,4,1,32.4,79,58,1.36,0.85,-0.06,"1.8%",52,28,165,"40%","40%","20%",3.4,"40%","53%","60%","64%",,"60%","67%","50.8%","52.1%",3.72,1.51,1.77
"LCP 2025 Season Finals","2025-08-02","DetonatioN FocusMe",5,2,3,31.9,56,55,1.02,0.7,-0.63,"-4.1%",38.4,1.6,-1127,"60%","20%","40%",1.8,"25%","40%","80%","59%","0%","40%","40%","49.3%","47.6%",3.1,1.41,1.67
"LCP 2025 Season Finals","2025-08-02","Fukuoka SoftBank HAWKS gaming",3,2,1,29.4,33,34,0.97,0.76,-0.24,"-1.8%",44,22.7,-935,"33%","33%","67%",3,"67%","67%","67%","58%",,"0%","50%","50.9%","52.3%",3,0.9,1.3
"LCP 2025 Season Finals","2025-08-02","GAM Esports",3,1,2,35.1,46,41,1.12,0.83,1.07,"3.5%",63,-29.7,862,"67%","67%","100%",3.7,"67%","44%","33%","50%",,"67%","50%","50.5%","48.9%",3.56,1.37,1.65
"LCP 2025 Season Finals","2025-08-02","MGN Vikings Esports",2,2,0,32.8,25,19,1.32,0.67,1.57,"13.1%",74.1,25.9,2690,"50%","100%","100%",4.5,"100%","100%","0%","25%","100%","50%","100%","51.7%","57.2%",3.93,1.15,1.35
"LCP 2025 Season Finals","2025-08-02","PSG Talon",4,0,4,35.2,31,63,0.49,0.67,-0.36,"-3.4%",49.4,-49.4,33,"50%","50%","50%",2.3,"75%","58%","25%","38%",,"50%","50%","48.5%","48.3%",3.46,1.36,1.59
"LCP 2025 Season Finals","2025-08-02","Team Secret Whales",2,2,0,42.1,25,19,1.32,0.52,-0.61,"-3.0%",26.5,73.5,-1771,"50%","50%","50%",2,"0%","33%","100%","42%",,"0%","25%","50.2%","49.8%",4.23,1.53,1.65
"LCP 2025 Season Finals","2025-08-03","Chiefs Esports Club",6,2,4,30.4,64,70,0.91,0.74,0.1,"-0.0%",54.7,-21.3,510,"50%","67%","33%",2.8,"40%","33%","33%","46%",,"33%","40%","49.6%","48.4%",3.36,1.11,1.24
"LCP 2025 Season Finals","2025-08-03","CTBC Flying Oyster",5,4,1,32.4,79,58,1.36,0.85,-0.06,"1.8%",52,28,165,"40%","40%","20%",3.4,"40%","53%","60%","64%",,"60%","67%","50.8%","52.1%",3.72,1.51,1.77
"LCP 2025 Season Finals","2025-08-03","DetonatioN FocusMe",5,2,3,31.9,56,55,1.02,0.7,-0.63,"-4.1%",38.4,1.6,-1127,"60%","20%","40%",1.8,"25%","40%","80%","59%","0%","40%","40%","49.3%","47.6%",3.1,1.41,1.67
"LCP 2025 Season Finals","2025-08-03","Fukuoka SoftBank HAWKS gaming",5,2,3,32.3,56,90,0.62,0.9,-0.99,"-6.2%",38.9,1.1,-1072,"20%","60%","40%",3,"40%","53%","60%","41%",,"20%","40%","50.0%","48.9%",3.06,0.99,1.33
"LCP 2025 Season Finals","2025-08-03","GAM Esports",5,1,4,34,59,78,0.76,0.81,0.52,"-1.2%",55.2,-35.2,569,"80%","80%","60%",3,"60%","53%","40%","40%",,"40%","33%","50.2%","48.4%",3.51,1.39,1.57
"LCP 2025 Season Finals","2025-08-03","MGN Vikings Esports",4,4,0,34.7,81,42,1.93,0.89,1.75,"12.9%",71.4,28.6,1984,"75%","50%","100%",3.5,"100%","83%","25%","56%","100%","50%","80%","51.5%","56.8%",3.79,1.15,1.49
"LCP 2025 Season Finals","2025-08-03","PSG Talon",4,0,4,35.2,31,63,0.49,0.67,-0.36,"-3.4%",49.4,-49.4,33,"50%","50%","50%",2.3,"75%","58%","25%","38%",,"50%","50%","48.5%","48.3%",3.46,1.36,1.59
"LCP 2025 Season Finals","2025-08-03","Team Secret Whales",4,4,0,37.2,62,32,1.94,0.63,-0.19,"2.6%",41.5,58.5,-950,"25%","25%","75%",2.3,"25%","33%","75%","57%",,"50%","50%","50.2%","51.1%",4.19,1.5,1.5
"LCP 2025 Season Finals","2025-08-09","Chiefs Esports Club",9,3,6,30.2,89,100,0.89,0.69,-0.45,"-2.1%",47.3,-14,-4,"56%","44%","33%",2.3,"38%","37%","22%","43%",,"33%","38%","49.3%","45.9%",3.3,1.09,1.29
"LCP 2025 Season Finals","2025-08-09","CTBC Flying Oyster",5,4,1,32.4,79,58,1.36,0.85,-0.06,"1.8%",52,28,165,"40%","40%","20%",3.4,"40%","53%","60%","64%",,"60%","67%","50.8%","52.1%",3.72,1.51,1.77
"LCP 2025 Season Finals","2025-08-09","DetonatioN FocusMe",5,2,3,31.9,56,55,1.02,0.7,-0.63,"-4.1%",38.4,1.6,-1127,"60%","20%","40%",1.8,"25%","40%","80%","59%","0%","40%","40%","49.3%","47.6%",3.1,1.41,1.67
"LCP 2025 Season Finals","2025-08-09","Fukuoka SoftBank HAWKS gaming",5,2,3,32.3,56,90,0.62,0.9,-0.99,"-6.2%",38.9,1.1,-1072,"20%","60%","40%",3,"40%","53%","60%","41%",,"20%","40%","50.0%","48.9%",3.06,0.99,1.33
"LCP 2025 Season Finals","2025-08-09","GAM Esports",7,3,4,32.9,96,90,1.07,0.81,0.63,"2.2%",53.7,-10.9,576,"71%","71%","57%",3,"71%","62%","43%","44%",,"43%","43%","50.3%","49.8%",3.52,1.35,1.52
"LCP 2025 Season Finals","2025-08-09","MGN Vikings Esports",7,6,1,32.7,111,67,1.66,0.78,1.68,"10.0%",69.7,16,1576,"57%","71%","86%",4,"86%","71%","57%","59%","100%","57%","75%","51.4%","57.7%",3.67,1.13,1.54
"LCP 2025 Season Finals","2025-08-09","PSG Talon",6,0,6,33.5,43,100,0.43,0.71,-0.53,"-5.8%",49.7,-49.7,-176,"50%","50%","50%",2.5,"50%","44%","33%","40%",,"33%","43%","48.9%","47.8%",3.43,1.33,1.57
"LCP 2025 Season Finals","2025-08-09","Team Secret Whales",4,4,0,37.2,62,32,1.94,0.63,-0.19,"2.6%",41.5,58.5,-950,"25%","25%","75%",2.3,"25%","33%","75%","57%",,"50%","50%","50.2%","51.1%",4.19,1.5,1.5
"LCP 2025 Season Finals","2025-08-10","Chiefs Esports Club",9,3,6,30.2,89,100,0.89,0.69,-0.45,"-2.1%",47.3,-14,-4,"56%","44%","33%",2.3,"38%","37%","22%","43%",,"33%","38%","49.3%","45.9%",3.3,1.09,1.29
"LCP 2025 Season Finals","2025-08-10","CTBC Flying Oyster",7,6,1,31.3,121,72,1.68,0.88,0.48,"4.7%",60.4,25.3,964,"29%","57%","43%",4.7,"57%","52%","71%","73%",,"57%","71%","50.9%","53.3%",3.71,1.47,1.73
"LCP 2025 Season Finals","2025-08-10","DetonatioN FocusMe",8,3,5,31.4,103,113,0.91,0.86,-0.47,"-3.7%",46.6,-9.1,-369,"38%","50%","50%",3.4,"43%","58%","63%","55%","0%","25%","29%","49.9%","46.7%",3.11,1.43,1.55
"LCP 2025 Season Finals","2025-08-10","Fukuoka SoftBank HAWKS gaming",8,4,4,31.6,114,137,0.83,0.99,-0.57,"-2.8%",39.2,10.8,-1006,"50%","38%","38%",2.6,"38%","38%","63%","45%",,"25%","57%","49.7%","51.1%",3.06,1,1.31
"LCP 2025 Season Finals","2025-08-10","GAM Esports",7,3,4,32.9,96,90,1.07,0.81,0.63,"2.2%",53.7,-10.9,576,"71%","71%","57%",3,"71%","62%","43%","44%",,"43%","43%","50.3%","49.8%",3.52,1.35,1.52
"LCP 2025 Season Finals","2025-08-10","MGN Vikings Esports",7,6,1,32.7,111,67,1.66,0.78,1.68,"10.0%",69.7,16,1576,"57%","71%","86%",4,"86%","71%","57%","59%","100%","57%","75%","51.4%","57.7%",3.67,1.13,1.54
"LCP 2025 Season Finals","2025-08-10","PSG Talon",6,0,6,33.5,43,100,0.43,0.71,-0.53,"-5.8%",49.7,-49.7,-176,"50%","50%","50%",2.5,"50%","44%","33%","40%",,"33%","43%","48.9%","47.8%",3.43,1.33,1.57
"LCP 2025 Season Finals","2025-08-10","Team Secret Whales",6,4,2,34.3,76,74,1.03,0.73,-0.69,"-2.2%",33.9,32.8,-1620,"50%","17%","50%",2.7,"17%","39%","50%","41%",,"33%","43%","49.7%","48.6%",3.97,1.48,1.48
"LCP 2025 Season Finals","2025-08-15","Chiefs Esports Club",9,3,6,30.2,89,100,0.89,0.69,-0.45,"-2.1%",47.3,-14,-4,"56%","44%","33%",2.3,"38%","37%","22%","43%",,"33%","38%","49.3%","45.9%",3.3,1.09,1.29
"LCP 2025 Season Finals","2025-08-15","CTBC Flying Oyster",7,6,1,31.3,121,72,1.68,0.88,0.48,"4.7%",60.4,25.3,964,"29%","57%","43%",4.7,"57%","52%","71%","73%",,"57%","71%","50.9%","53.3%",3.71,1.47,1.73
"LCP 2025 Season Finals","2025-08-15","DetonatioN FocusMe",8,3,5,31.4,103,113,0.91,0.86,-0.47,"-3.7%",46.6,-9.1,-369,"38%","50%","50%",3.4,"43%","58%","63%","55%","0%","25%","29%","49.9%","46.7%",3.11,1.43,1.55
"LCP 2025 Season Finals","2025-08-15","Fukuoka SoftBank HAWKS gaming",10,4,6,30.8,121,186,0.65,1,-1.05,"-6.8%",34.6,5.4,-1111,"40%","30%","30%",2.3,"30%","40%","50%","38%",,"20%","50%","49.4%","49.0%",3.1,1.01,1.24
"LCP 2025 Season Finals","2025-08-15","GAM Esports",9,5,4,31.7,145,97,1.49,0.85,1.14,"6.8%",60.3,-4.8,788,"78%","78%","67%",3.1,"78%","59%","56%","54%",,"44%","50%","50.6%","52.0%",3.47,1.28,1.48
"LCP 2025 Season Finals","2025-08-15","MGN Vikings Esports",9,8,1,33.3,145,80,1.81,0.75,1.45,"8.2%",68.6,20.3,1396,"67%","67%","89%",3.1,"78%","56%","56%","62%","100%","67%","82%","51.2%","56.0%",3.69,1.2,1.66
"LCP 2025 Season Finals","2025-08-15","PSG Talon",8,0,8,33.9,56,134,0.42,0.7,-0.58,"-4.8%",46,-46,-323,"38%","50%","38%",2.8,"50%","58%","38%","38%",,"25%","30%","49.1%","48.4%",3.48,1.35,1.6
"LCP 2025 Season Finals","2025-08-15","Team Secret Whales",6,4,2,34.3,76,74,1.03,0.73,-0.69,"-2.2%",33.9,32.8,-1620,"50%","17%","50%",2.7,"17%","39%","50%","41%",,"33%","43%","49.7%","48.6%",3.97,1.48,1.48
"LCP 2025 Season Finals","2025-08-16","Chiefs Esports Club",9,3,6,30.2,89,100,0.89,0.69,-0.45,"-2.1%",47.3,-14,-4,"56%","44%","33%",2.3,"38%","37%","22%","43%",,"33%","38%","49.3%","45.9%",3.3,1.09,1.29
"LCP 2025 Season Finals","2025-08-16","CTBC Flying Oyster",10,8,2,31.4,162,107,1.51,0.86,0.44,"5.7%",58.4,21.6,687,"30%","70%","50%",4.8,"70%","67%","60%","70%",,"50%","60%","50.9%","53.2%",3.67,1.43,1.7
"LCP 2025 Season Finals","2025-08-16","DetonatioN FocusMe",8,3,5,31.4,103,113,0.91,0.86,-0.47,"-3.7%",46.6,-9.1,-369,"38%","50%","50%",3.4,"43%","58%","63%","55%","0%","25%","29%","49.9%","46.7%",3.11,1.43,1.55
"LCP 2025 Season Finals","2025-08-16","Fukuoka SoftBank HAWKS gaming",10,4,6,30.8,121,186,0.65,1,-1.05,"-6.8%",34.6,5.4,-1111,"40%","30%","30%",2.3,"30%","40%","50%","38%",,"20%","50%","49.4%","49.0%",3.1,1.01,1.24
"LCP 2025 Season Finals","2025-08-16","GAM Esports",11,7,4,34.2,192,125,1.54,0.84,1.06,"5.9%",59.8,3.9,706,"82%","82%","73%",3.2,"82%","48%","64%","54%","100%","36%","50%","50.5%","52.6%",3.51,1.33,1.59
"LCP 2025 Season Finals","2025-08-16","MGN Vikings Esports",12,9,3,32.8,180,121,1.49,0.76,1.02,"4.2%",63,12,1037,"67%","50%","75%",3,"58%","42%","58%","56%","100%","58%","79%","50.7%","53.7%",3.62,1.18,1.63
"LCP 2025 Season Finals","2025-08-16","PSG Talon",8,0,8,33.9,56,134,0.42,0.7,-0.58,"-4.8%",46,-46,-323,"38%","50%","38%",2.8,"50%","58%","38%","38%",,"25%","30%","49.1%","48.4%",3.48,1.35,1.6
"LCP 2025 Season Finals","2025-08-16","Team Secret Whales",8,4,4,37.2,104,121,0.86,0.76,-0.73,"-2.2%",36.1,13.9,-1299,"38%","13%","38%",2.8,"13%","54%","38%","43%","0%","50%","45%","49.7%","47.7%",4.02,1.53,1.51
"LCP 2025 Season Finals","2025-08-17","Chiefs Esports Club",11,3,8,31.2,116,143,0.81,0.75,-0.66,"-3.6%",45.4,-18.1,-261,"55%","45%","36%",2.2,"40%","45%","36%","41%",,"27%","36%","49.3%","45.1%",3.33,1.1,1.31
"LCP 2025 Season Finals","2025-08-17","CTBC Flying Oyster",10,8,2,31.4,162,107,1.51,0.86,0.44,"5.7%",58.4,21.6,687,"30%","70%","50%",4.8,"70%","67%","60%","70%",,"50%","60%","50.9%","53.2%",3.67,1.43,1.7
"LCP 2025 Season Finals","2025-08-17","DetonatioN FocusMe",11,5,6,30.8,158,146,1.08,0.9,-0.09,"-1.1%",48.3,-2.8,-207,"36%","55%","55%",3.3,"50%","48%","55%","56%","0%","36%","40%","49.8%","47.8%",3.11,1.41,1.46
"LCP 2025 Season Finals","2025-08-17","Fukuoka SoftBank HAWKS gaming",13,5,8,30.4,154,241,0.64,1,-1.04,"-6.6%",37.6,0.9,-907,"46%","31%","31%",2.1,"31%","49%","54%","38%",,"23%","45%","49.6%","49.0%",3.14,1.04,1.23
"LCP 2025 Season Finals","2025-08-17","GAM Esports",11,7,4,34.2,192,125,1.54,0.84,1.06,"5.9%",59.8,3.9,706,"82%","82%","73%",3.2,"82%","48%","64%","54%","100%","36%","50%","50.5%","52.6%",3.51,1.33,1.59
"LCP 2025 Season Finals","2025-08-17","MGN Vikings Esports",12,9,3,32.8,180,121,1.49,0.76,1.02,"4.2%",63,12,1037,"67%","50%","75%",3,"58%","42%","58%","56%","100%","58%","79%","50.7%","53.7%",3.62,1.18,1.63
"LCP 2025 Season Finals","2025-08-17","PSG Talon",10,2,8,34.3,99,161,0.61,0.76,-0.16,"-1.8%",49.4,-29.4,24,"40%","50%","40%",2.9,"50%","50%","30%","43%",,"40%","38%","49.4%","50.5%",3.45,1.32,1.66
"LCP 2025 Season Finals","2025-08-17","Team Secret Whales",8,4,4,37.2,104,121,0.86,0.76,-0.73,"-2.2%",36.1,13.9,-1299,"38%","13%","38%",2.8,"13%","54%","38%","43%","0%","50%","45%","49.7%","47.7%",4.02,1.53,1.51
"LCP 2025 Season Finals","2025-08-22","Chiefs Esports Club",11,3,8,31.2,116,143,0.81,0.75,-0.66,"-3.6%",45.4,-18.1,-261,"55%","45%","36%",2.2,"40%","45%","36%","41%",,"27%","36%","49.3%","45.1%",3.33,1.1,1.31
"LCP 2025 Season Finals","2025-08-22","CTBC Flying Oyster",12,10,2,31.1,198,132,1.5,0.89,0.5,"5.6%",55.3,28,379,"42%","75%","58%",4.4,"58%","64%","58%","70%",,"58%","67%","51.1%","52.9%",3.64,1.41,1.67
"LCP 2025 Season Finals","2025-08-22","DetonatioN FocusMe",13,5,8,30.7,172,183,0.94,0.89,-0.31,"-2.4%",47,-8.5,-336,"38%","54%","46%",3.2,"42%","51%","62%","54%","0%","31%","33%","49.6%","46.8%",3.05,1.4,1.5
"LCP 2025 Season Finals","2025-08-22","Fukuoka SoftBank HAWKS gaming",13,5,8,30.4,154,241,0.64,1,-1.04,"-6.6%",37.6,0.9,-907,"46%","31%","31%",2.1,"31%","49%","54%","38%",,"23%","45%","49.6%","49.0%",3.14,1.04,1.23
"LCP 2025 Season Finals","2025-08-22","GAM Esports",13,7,6,33.5,217,161,1.35,0.87,0.81,"4.2%",59.8,-6,776,"69%","69%","62%",2.9,"85%","49%","62%","50%","100%","31%","43%","50.1%","52.0%",3.47,1.32,1.56
"LCP 2025 Season Finals","2025-08-22","MGN Vikings Esports",12,9,3,32.8,180,121,1.49,0.76,1.02,"4.2%",63,12,1037,"67%","50%","75%",3,"58%","42%","58%","56%","100%","58%","79%","50.7%","53.7%",3.62,1.18,1.63
"LCP 2025 Season Finals","2025-08-22","PSG Talon",12,4,8,33.6,136,175,0.78,0.77,0.1,"0.2%",51.3,-17.9,195,"42%","50%","50%",2.8,"58%","47%","25%","45%",,"50%","47%","49.8%","51.9%",3.44,1.29,1.61
"LCP 2025 Season Finals","2025-08-22","Team Secret Whales",8,4,4,37.2,104,121,0.86,0.76,-0.73,"-2.2%",36.1,13.9,-1299,"38%","13%","38%",2.8,"13%","54%","38%","43%","0%","50%","45%","49.7%","47.7%",4.02,1.53,1.51
"LCP 2025 Season Finals","2025-08-23","Chiefs Esports Club",14,4,10,31.6,154,197,0.78,0.79,-0.72,"-3.9%",43.4,-14.9,-391,"57%","43%","29%",2.4,"38%","40%","50%","44%",,"29%","40%","49.2%","46.4%",3.35,1.1,1.34
"LCP 2025 Season Finals","2025-08-23","CTBC Flying Oyster",12,10,2,31.1,198,132,1.5,0.89,0.5,"5.6%",55.3,28,379,"42%","75%","58%",4.4,"58%","64%","58%","70%",,"58%","67%","51.1%","52.9%",3.64,1.41,1.67
"LCP 2025 Season Finals","2025-08-23","DetonatioN FocusMe",13,5,8,30.7,172,183,0.94,0.89,-0.31,"-2.4%",47,-8.5,-336,"38%","54%","46%",3.2,"42%","51%","62%","54%","0%","31%","33%","49.6%","46.8%",3.05,1.4,1.5
"LCP 2025 Season Finals","2025-08-23","Fukuoka SoftBank HAWKS gaming",16,7,9,30.9,208,279,0.75,0.99,-0.64,"-4.4%",42.5,1.3,-574,"44%","38%","44%",2.3,"38%","54%","44%","40%",,"31%","47%","49.9%","49.0%",3.16,1.07,1.27
"LCP 2025 Season Finals","2025-08-23","GAM Esports",13,7,6,33.5,217,161,1.35,0.87,0.81,"4.2%",59.8,-6,776,"69%","69%","62%",2.9,"85%","49%","62%","50%","100%","31%","43%","50.1%","52.0%",3.47,1.32,1.56
"LCP 2025 Season Finals","2025-08-23","MGN Vikings Esports",15,10,5,34.2,219,178,1.23,0.77,0.6,"3.0%",56.8,9.9,726,"60%","47%","67%",2.8,"47%","42%","53%","51%","100%","60%","70%","50.4%","53.1%",3.68,1.23,1.67
"LCP 2025 Season Finals","2025-08-23","PSG Talon",12,4,8,33.6,136,175,0.78,0.77,0.1,"0.2%",51.3,-17.9,195,"42%","50%","50%",2.8,"58%","47%","25%","45%",,"50%","47%","49.8%","51.9%",3.44,1.29,1.61
"LCP 2025 Season Finals","2025-08-23","Team Secret Whales",11,6,5,37.9,161,160,1.01,0.77,-0.29,"-1.0%",44.8,9.7,-803,"45%","27%","45%",3.2,"36%","55%","45%","50%","0%","45%","47%","50.0%","48.1%",4.08,1.56,1.61
"LCP 2025 Season Finals","2025-08-24","Chiefs Esports Club",14,4,10,31.6,154,197,0.78,0.79,-0.72,"-3.9%",43.4,-14.9,-391,"57%","43%","29%",2.4,"38%","40%","50%","44%",,"29%","40%","49.2%","46.4%",3.35,1.1,1.34
"LCP 2025 Season Finals","2025-08-24","CTBC Flying Oyster",12,10,2,31.1,198,132,1.5,0.89,0.5,"5.6%",55.3,28,379,"42%","75%","58%",4.4,"58%","64%","58%","70%",,"58%","67%","51.1%","52.9%",3.64,1.41,1.67
"LCP 2025 Season Finals","2025-08-24","DetonatioN FocusMe",15,7,8,30.6,215,200,1.08,0.9,-0.05,"-0.7%",50.1,-3.5,-120,"47%","53%","53%",3.3,"43%","53%","60%","53%","0%","33%","38%","49.8%","47.3%",3.07,1.4,1.52
"LCP 2025 Season Finals","2025-08-24","Fukuoka SoftBank HAWKS gaming",18,7,11,30.8,225,322,0.7,0.99,-0.75,"-5.1%",41,-2.1,-653,"39%","39%","39%",2.3,"39%","52%","44%","41%",,"28%","44%","49.8%","49.0%",3.16,1.09,1.24
"LCP 2025 Season Finals","2025-08-24","GAM Esports",15,9,6,35,256,193,1.33,0.86,0.63,"3.6%",59.9,0.1,829,"67%","73%","60%",3,"87%","53%","60%","53%","100%","40%","47%","50.0%","51.7%",3.55,1.36,1.54
"LCP 2025 Season Finals","2025-08-24","MGN Vikings Esports",15,10,5,34.2,219,178,1.23,0.77,0.6,"3.0%",56.8,9.9,726,"60%","47%","67%",2.8,"47%","42%","53%","51%","100%","60%","70%","50.4%","53.1%",3.68,1.23,1.67
"LCP 2025 Season Finals","2025-08-24","PSG Talon",12,4,8,33.6,136,175,0.78,0.77,0.1,"0.2%",51.3,-17.9,195,"42%","50%","50%",2.8,"58%","47%","25%","45%",,"50%","47%","49.8%","51.9%",3.44,1.29,1.61
"LCP 2025 Season Finals","2025-08-24","Team Secret Whales",13,6,7,38.9,193,199,0.97,0.78,-0.2,"-0.9%",44,2.1,-861,"46%","23%","46%",2.8,"31%","49%","46%","47%","0%","38%","45%","50.1%","48.4%",4.1,1.57,1.64
