"tournament","date","Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","GRB%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"LEC 2025 Spring Season","2025-05-12","Fnatic",21,15,6,33.1,360,255,1.41,0.88,0.8,"7.6%",55.4,16,553,"62%","48%","67%",5.3,"48%","46%","48%","55%","0%","62%","63%","50.7%","55.0%",3.3,1.05,1.53
"LEC 2025 Spring Season","2025-05-12","G2 Esports",22,13,9,33.3,296,233,1.27,0.72,0.81,"3.8%",62,-2.9,888,"55%","77%","59%",5.7,"55%","53%","55%","54%","0%","64%","63%","50.0%","53.3%",3.17,1.03,1.66
"LEC 2025 Spring Season","2025-05-12","GiantX",21,10,11,34,279,297,0.94,0.81,-0.23,"0.1%",48,-0.4,-100,"29%","38%","52%",3,"62%","59%","52%","47%","71%","52%","57%","50.1%","49.1%",3.44,1.32,1.59
"LEC 2025 Spring Season","2025-05-12","Karmine Corp",24,17,7,33.9,396,315,1.26,0.87,0.26,"6.8%",49,21.8,-141,"33%","63%","58%",4.8,"46%","52%","50%","61%","100%","75%","73%","51.2%","52.8%",3.37,1.17,1.62
"LEC 2025 Spring Season","2025-05-12","Movistar KOI",22,14,8,32.9,321,223,1.44,0.75,0.6,"1.0%",54.3,9.3,386,"68%","50%","64%",3.9,"68%","42%","50%","56%","67%","41%","50%","50.5%","52.3%",3.53,1.25,1.72
"LEC 2025 Spring Season","2025-05-12","Rogue",20,5,15,34.4,245,312,0.79,0.81,-0.54,"-6.0%",44.9,-19.9,-415,"50%","45%","50%",3.7,"45%","44%","70%","51%","43%","35%","39%","49.0%","44.3%",3.52,1.21,1.24
"LEC 2025 Spring Season","2025-05-12","SK Gaming",19,5,14,32.5,197,379,0.52,0.93,-1.29,"-10.7%",33.4,-7.1,-1240,"32%","16%","16%",3.6,"26%","45%","37%","38%","50%","21%","30%","49.7%","45.3%",3.1,1.17,1.37
"LEC 2025 Spring Season","2025-05-12","Team BDS",21,8,13,35.2,303,309,0.98,0.83,0.17,"-0.5%",53.8,-15.7,330,"71%","57%","52%",3.2,"57%","51%","52%","45%","50%","38%","50%","49.3%","47.6%",3.39,1.33,1.47
"LEC 2025 Spring Season","2025-05-12","Team Heretics",20,9,11,34.3,255,298,0.86,0.8,-0.68,"-2.8%",49.2,-4.2,-369,"50%","50%","35%",3.4,"50%","45%","45%","48%","50%","20%","33%","49.9%","48.5%",3.29,1.22,1.57
"LEC 2025 Spring Season","2025-05-12","Team Vitality",20,9,11,33.4,299,336,0.89,0.95,-0.17,"-2.1%",47.2,-2.2,-92,"50%","50%","40%",4.3,"40%","63%","40%","41%",,"40%","35%","49.4%","50.4%",3.54,1.42,1.41
"LEC 2025 Spring Season","2025-05-13","Fnatic",21,15,6,33.1,360,255,1.41,0.88,0.8,"7.6%",55.4,16,553,"62%","48%","67%",5.3,"48%","46%","48%","55%","0%","62%","63%","50.7%","55.0%",3.3,1.05,1.53
"LEC 2025 Spring Season","2025-05-13","G2 Esports",22,13,9,33.3,296,233,1.27,0.72,0.81,"3.8%",62,-2.9,888,"55%","77%","59%",5.7,"55%","53%","55%","54%","0%","64%","63%","50.0%","53.3%",3.17,1.03,1.66
"LEC 2025 Spring Season","2025-05-13","GiantX",21,10,11,34,279,297,0.94,0.81,-0.23,"0.1%",48,-0.4,-100,"29%","38%","52%",3,"62%","59%","52%","47%","71%","52%","57%","50.1%","49.1%",3.44,1.32,1.59
"LEC 2025 Spring Season","2025-05-13","Karmine Corp",24,17,7,33.9,396,315,1.26,0.87,0.26,"6.8%",49,21.8,-141,"33%","63%","58%",4.8,"46%","52%","50%","61%","100%","75%","73%","51.2%","52.8%",3.37,1.17,1.62
"LEC 2025 Spring Season","2025-05-13","Movistar KOI",22,14,8,32.9,321,223,1.44,0.75,0.6,"1.0%",54.3,9.3,386,"68%","50%","64%",3.9,"68%","42%","50%","56%","67%","41%","50%","50.5%","52.3%",3.53,1.25,1.72
"LEC 2025 Spring Season","2025-05-13","Rogue",20,5,15,34.4,245,312,0.79,0.81,-0.54,"-6.0%",44.9,-19.9,-415,"50%","45%","50%",3.7,"45%","44%","70%","51%","43%","35%","39%","49.0%","44.3%",3.52,1.21,1.24
"LEC 2025 Spring Season","2025-05-13","SK Gaming",19,5,14,32.5,197,379,0.52,0.93,-1.29,"-10.7%",33.4,-7.1,-1240,"32%","16%","16%",3.6,"26%","45%","37%","38%","50%","21%","30%","49.7%","45.3%",3.1,1.17,1.37
"LEC 2025 Spring Season","2025-05-13","Team BDS",21,8,13,35.2,303,309,0.98,0.83,0.17,"-0.5%",53.8,-15.7,330,"71%","57%","52%",3.2,"57%","51%","52%","45%","50%","38%","50%","49.3%","47.6%",3.39,1.33,1.47
"LEC 2025 Spring Season","2025-05-13","Team Heretics",21,10,11,34.2,268,309,0.87,0.8,-0.67,"-2.8%",50.5,-2.8,-337,"48%","48%","33%",3.3,"52%","44%","48%","49%","50%","24%","35%","50.0%","48.8%",3.29,1.22,1.58
"LEC 2025 Spring Season","2025-05-13","Team Vitality",21,9,12,33.4,310,349,0.89,0.94,-0.14,"-1.8%",46.1,-3.3,-102,"52%","52%","43%",4.2,"38%","64%","38%","41%",,"38%","36%","49.3%","50.1%",3.55,1.42,1.42
"LEC 2025 Spring Playoffs","2025-05-24","Fnatic",4,1,3,32.6,57,66,0.86,0.94,0.75,"2.0%",67.8,-42.8,1117,"50%","75%","100%",5.8,"75%","58%","75%","50%",,"25%","25%","50.1%","52.9%",3.3,1.09,1.49
"LEC 2025 Spring Playoffs","2025-05-24","G2 Esports",4,3,1,32.6,66,57,1.16,0.94,-0.75,"-2.0%",32.2,42.8,-1117,"50%","25%","0%",3.5,"25%","42%","25%","50%",,"50%","75%","49.9%","47.1%",3.05,0.96,1.45
"LEC 2025 Spring Playoffs","2025-05-25","Fnatic",4,1,3,32.6,57,66,0.86,0.94,0.75,"2.0%",67.8,-42.8,1117,"50%","75%","100%",5.8,"75%","58%","75%","50%",,"25%","25%","50.1%","52.9%",3.3,1.09,1.49
"LEC 2025 Spring Playoffs","2025-05-25","G2 Esports",4,3,1,32.6,66,57,1.16,0.94,-0.75,"-2.0%",32.2,42.8,-1117,"50%","25%","0%",3.5,"25%","42%","25%","50%",,"50%","75%","49.9%","47.1%",3.05,0.96,1.45
"LEC 2025 Spring Playoffs","2025-05-25","Karmine Corp",5,2,3,36.3,64,89,0.72,0.84,-0.41,"-6.0%",41.9,-1.9,-229,"40%","60%","80%",3.2,"60%","73%","40%","44%",,"20%","43%","49.8%","47.9%",3.49,1.23,1.58
"LEC 2025 Spring Playoffs","2025-05-25","Movistar KOI",5,3,2,36.3,89,64,1.39,0.84,0.41,"6.0%",58.1,1.9,229,"60%","40%","20%",5,"40%","27%","60%","56%",,"80%","57%","50.2%","52.1%",3.57,1.2,1.83
"LEC 2025 Spring Playoffs","2025-05-26","Fnatic",4,1,3,32.6,57,66,0.86,0.94,0.75,"2.0%",67.8,-42.8,1117,"50%","75%","100%",5.8,"75%","58%","75%","50%",,"25%","25%","50.1%","52.9%",3.3,1.09,1.49
"LEC 2025 Spring Playoffs","2025-05-26","G2 Esports",8,6,2,34.4,125,95,1.32,0.8,0.37,"0.7%",46.4,28.6,71,"63%","63%","50%",4.3,"50%","46%","50%","56%","0%","63%","70%","49.3%","51.4%",3.14,1.07,1.55
"LEC 2025 Spring Playoffs","2025-05-26","Karmine Corp",5,2,3,36.3,64,89,0.72,0.84,-0.41,"-6.0%",41.9,-1.9,-229,"40%","60%","80%",3.2,"60%","73%","40%","44%",,"20%","43%","49.8%","47.9%",3.49,1.23,1.58
"LEC 2025 Spring Playoffs","2025-05-26","Movistar KOI",9,4,5,36.2,127,123,1.03,0.77,-0.39,"1.8%",49.8,-5.4,-432,"44%","22%","11%",3.6,"33%","37%","44%","48%","100%","56%","46%","50.7%","48.6%",3.51,1.14,1.68
"LEC 2025 Spring Playoffs","2025-05-31","Fnatic",8,4,4,32.5,126,111,1.14,0.91,0.61,"1.7%",57.3,-7.3,212,"38%","63%","75%",5.4,"75%","54%","75%","66%",,"50%","50%","50.3%","53.1%",3.41,1.18,1.56
"LEC 2025 Spring Playoffs","2025-05-31","G2 Esports",8,6,2,34.4,125,95,1.32,0.8,0.37,"0.7%",46.4,28.6,71,"63%","63%","50%",4.3,"50%","46%","50%","56%","0%","63%","70%","49.3%","51.4%",3.14,1.07,1.55
"LEC 2025 Spring Playoffs","2025-05-31","GiantX",4,1,3,32.3,44,69,0.64,0.87,-0.47,"-1.5%",53.3,-28.3,693,"75%","50%","50%",4,"25%","50%","25%","18%",,"25%","25%","49.5%","46.8%",3.4,1.27,1.59
"LEC 2025 Spring Playoffs","2025-05-31","Karmine Corp",5,2,3,36.3,64,89,0.72,0.84,-0.41,"-6.0%",41.9,-1.9,-229,"40%","60%","80%",3.2,"60%","73%","40%","44%",,"20%","43%","49.8%","47.9%",3.49,1.23,1.58
"LEC 2025 Spring Playoffs","2025-05-31","Movistar KOI",9,4,5,36.2,127,123,1.03,0.77,-0.39,"1.8%",49.8,-5.4,-432,"44%","22%","11%",3.6,"33%","37%","44%","48%","100%","56%","46%","50.7%","48.6%",3.51,1.14,1.68
"LEC 2025 Spring Playoffs","2025-06-01","Fnatic",8,4,4,32.5,126,111,1.14,0.91,0.61,"1.7%",57.3,-7.3,212,"38%","63%","75%",5.4,"75%","54%","75%","66%",,"50%","50%","50.3%","53.1%",3.41,1.18,1.56
"LEC 2025 Spring Playoffs","2025-06-01","G2 Esports",8,6,2,34.4,125,95,1.32,0.8,0.37,"0.7%",46.4,28.6,71,"63%","63%","50%",4.3,"50%","46%","50%","56%","0%","63%","70%","49.3%","51.4%",3.14,1.07,1.55
"LEC 2025 Spring Playoffs","2025-06-01","GiantX",4,1,3,32.3,44,69,0.64,0.87,-0.47,"-1.5%",53.3,-28.3,693,"75%","50%","50%",4,"25%","50%","25%","18%",,"25%","25%","49.5%","46.8%",3.4,1.27,1.59
"LEC 2025 Spring Playoffs","2025-06-01","Karmine Corp",9,5,4,34,120,115,1.04,0.77,0.33,"1.5%",52.8,2.7,428,"44%","78%","89%",3.6,"78%","44%","33%","52%",,"56%","67%","50.4%","49.5%",3.45,1.19,1.61
"LEC 2025 Spring Playoffs","2025-06-01","Movistar KOI",9,4,5,36.2,127,123,1.03,0.77,-0.39,"1.8%",49.8,-5.4,-432,"44%","22%","11%",3.6,"33%","37%","44%","48%","100%","56%","46%","50.7%","48.6%",3.51,1.14,1.68
"LEC 2025 Spring Playoffs","2025-06-01","Team Heretics",4,1,3,31.2,26,56,0.46,0.66,-1.39,"-11.0%",33.5,-8.5,-1249,"50%","0%","0%",2.8,"0%","92%","75%","37%",,"0%","0%","48.9%","48.5%",3.28,1.12,1.52
"LEC 2025 Spring Playoffs","2025-06-02","Fnatic",11,4,7,32.1,149,168,0.89,0.89,0.09,"-2.0%",49.8,-13.4,-81,"55%","55%","64%",5,"64%","45%","55%","50%",,"36%","33%","50.2%","51.3%",3.44,1.23,1.55
"LEC 2025 Spring Playoffs","2025-06-02","G2 Esports",8,6,2,34.4,125,95,1.32,0.8,0.37,"0.7%",46.4,28.6,71,"63%","63%","50%",4.3,"50%","46%","50%","56%","0%","63%","70%","49.3%","51.4%",3.14,1.07,1.55
"LEC 2025 Spring Playoffs","2025-06-02","GiantX",4,1,3,32.3,44,69,0.64,0.87,-0.47,"-1.5%",53.3,-28.3,693,"75%","50%","50%",4,"25%","50%","25%","18%",,"25%","25%","49.5%","46.8%",3.4,1.27,1.59
"LEC 2025 Spring Playoffs","2025-06-02","Karmine Corp",12,8,4,33.3,177,138,1.28,0.79,0.57,"4.2%",57.2,9.5,536,"33%","75%","83%",3.8,"75%","53%","50%","61%",,"67%","75%","50.3%","50.5%",3.45,1.21,1.56
"LEC 2025 Spring Playoffs","2025-06-02","Movistar KOI",9,4,5,36.2,127,123,1.03,0.77,-0.39,"1.8%",49.8,-5.4,-432,"44%","22%","11%",3.6,"33%","37%","44%","48%","100%","56%","46%","50.7%","48.6%",3.51,1.14,1.68
"LEC 2025 Spring Playoffs","2025-06-02","Team Heretics",4,1,3,31.2,26,56,0.46,0.66,-1.39,"-11.0%",33.5,-8.5,-1249,"50%","0%","0%",2.8,"0%","92%","75%","37%",,"0%","0%","48.9%","48.5%",3.28,1.12,1.52
"LEC 2025 Spring Playoffs","2025-06-07","Fnatic",11,4,7,32.1,149,168,0.89,0.89,0.09,"-2.0%",49.8,-13.4,-81,"55%","55%","64%",5,"64%","45%","55%","50%",,"36%","33%","50.2%","51.3%",3.44,1.23,1.55
"LEC 2025 Spring Playoffs","2025-06-07","G2 Esports",8,6,2,34.4,125,95,1.32,0.8,0.37,"0.7%",46.4,28.6,71,"63%","63%","50%",4.3,"50%","46%","50%","56%","0%","63%","70%","49.3%","51.4%",3.14,1.07,1.55
"LEC 2025 Spring Playoffs","2025-06-07","GiantX",4,1,3,32.3,44,69,0.64,0.87,-0.47,"-1.5%",53.3,-28.3,693,"75%","50%","50%",4,"25%","50%","25%","18%",,"25%","25%","49.5%","46.8%",3.4,1.27,1.59
"LEC 2025 Spring Playoffs","2025-06-07","Karmine Corp",17,10,7,33,239,202,1.18,0.79,0.48,"4.8%",54.9,4,261,"41%","76%","76%",3.5,"76%","45%","65%","62%","100%","65%","68%","50.3%","50.8%",3.41,1.18,1.57
"LEC 2025 Spring Playoffs","2025-06-07","Movistar KOI",14,7,7,34.7,191,185,1.03,0.77,-0.35,"-1.1%",50.1,-0.1,-134,"43%","21%","21%",3.4,"29%","50%","29%","44%","50%","50%","47%","50.4%","48.6%",3.46,1.11,1.65
"LEC 2025 Spring Playoffs","2025-06-07","Team Heretics",4,1,3,31.2,26,56,0.46,0.66,-1.39,"-11.0%",33.5,-8.5,-1249,"50%","0%","0%",2.8,"0%","92%","75%","37%",,"0%","0%","48.9%","48.5%",3.28,1.12,1.52
"LEC 2025 Spring Playoffs","2025-06-08","Fnatic",11,4,7,32.1,149,168,0.89,0.89,0.09,"-2.0%",49.8,-13.4,-81,"55%","55%","64%",5,"64%","45%","55%","50%",,"36%","33%","50.2%","51.3%",3.44,1.23,1.55
"LEC 2025 Spring Playoffs","2025-06-08","G2 Esports",12,7,5,35.7,172,154,1.12,0.76,-0.04,"-1.8%",49.9,8.4,16,"58%","58%","50%",4,"50%","39%","67%","52%","0%","58%","65%","49.3%","50.5%",3.16,1.06,1.51
"LEC 2025 Spring Playoffs","2025-06-08","GiantX",4,1,3,32.3,44,69,0.64,0.87,-0.47,"-1.5%",53.3,-28.3,693,"75%","50%","50%",4,"25%","50%","25%","18%",,"25%","25%","49.5%","46.8%",3.4,1.27,1.59
"LEC 2025 Spring Playoffs","2025-06-08","Karmine Corp",17,10,7,33,239,202,1.18,0.79,0.48,"4.8%",54.9,4,261,"41%","76%","76%",3.5,"76%","45%","65%","62%","100%","65%","68%","50.3%","50.8%",3.41,1.18,1.57
"LEC 2025 Spring Playoffs","2025-06-08","Movistar KOI",18,10,8,35.5,250,232,1.08,0.75,-0.08,"0.6%",48.5,7,-84,"44%","28%","28%",3.7,"33%","56%","22%","47%","67%","50%","46%","50.5%","49.2%",3.41,1.11,1.63
"LEC 2025 Spring Playoffs","2025-06-08","Team Heretics",4,1,3,31.2,26,56,0.46,0.66,-1.39,"-11.0%",33.5,-8.5,-1249,"50%","0%","0%",2.8,"0%","92%","75%","37%",,"0%","0%","48.9%","48.5%",3.28,1.12,1.52
"LEC 2025 Summer","2025-08-02","Fnatic",3,2,1,31,43,34,1.26,0.83,0.45,"0.8%",49.2,17.5,716,"67%","33%","33%",4.3,"67%","33%","0%","42%",,"33%","33%","49.5%","46.2%",3.56,1.39,1.36
"LEC 2025 Summer","2025-08-02","Karmine Corp",2,2,0,26.9,37,10,3.7,0.87,2.58,"16.5%",83.4,16.6,2427,"50%","100%","100%",6.5,"50%","67%","100%","100%",,"50%","100%","52.8%","53.6%",3.11,1,1.4
"LEC 2025 Summer","2025-08-02","Natus Vincere",2,0,2,26.9,10,37,0.27,0.87,-2.58,"-16.5%",16.6,-16.6,-2427,"50%","0%","0%",2.5,"50%","33%","0%","0%",,"0%","0%","47.2%","46.4%",2.9,0.81,1
"LEC 2025 Summer","2025-08-02","Team Heretics",3,1,2,31,34,43,0.79,0.83,-0.45,"-0.8%",50.8,-17.5,-716,"33%","67%","67%",4,"33%","67%","100%","58%",,"67%","67%","50.5%","53.8%",3.31,1.13,1.66
"LEC 2025 Summer","2025-08-03","Fnatic",3,2,1,31,43,34,1.26,0.83,0.45,"0.8%",49.2,17.5,716,"67%","33%","33%",4.3,"67%","33%","0%","42%",,"33%","33%","49.5%","46.2%",3.56,1.39,1.36
"LEC 2025 Summer","2025-08-03","GiantX",3,1,2,32.7,31,48,0.65,0.8,-0.68,"-3.0%",69.3,-35.9,1228,"67%","33%","33%",3.7,"33%","56%","100%","50%",,"33%","50%","50.1%","45.4%",3.68,1.4,1.68
"LEC 2025 Summer","2025-08-03","Karmine Corp",5,4,1,30.4,85,41,2.07,0.83,1.35,"8.4%",51.8,28.2,234,"40%","80%","80%",4.6,"60%","53%","40%","68%",,"60%","60%","51.1%","54.2%",3.38,1.21,1.53
"LEC 2025 Summer","2025-08-03","Natus Vincere",2,0,2,26.9,10,37,0.27,0.87,-2.58,"-16.5%",16.6,-16.6,-2427,"50%","0%","0%",2.5,"50%","33%","0%","0%",,"0%","0%","47.2%","46.4%",2.9,0.81,1
"LEC 2025 Summer","2025-08-03","SK Gaming",2,0,2,35.1,24,40,0.6,0.91,-1.11,"-7.5%",44.1,-44.1,-631,"50%","50%","50%",2,"50%","17%","100%","56%",,"0%","0%","49.3%","51.8%",3.63,1.39,1.5
"LEC 2025 Summer","2025-08-03","Team BDS",2,2,0,35.1,40,24,1.67,0.91,1.11,"7.5%",55.9,44.1,631,"50%","50%","50%",5.5,"50%","83%","0%","44%",,"100%","100%","50.7%","48.2%",3.47,1.14,1.91
"LEC 2025 Summer","2025-08-03","Team Heretics",3,1,2,31,34,43,0.79,0.83,-0.45,"-0.8%",50.8,-17.5,-716,"33%","67%","67%",4,"33%","67%","100%","58%",,"67%","67%","50.5%","53.8%",3.31,1.13,1.66
"LEC 2025 Summer","2025-08-04","Fnatic",5,4,1,30.2,69,46,1.5,0.76,0.97,"3.5%",60.1,19.9,1170,"80%","60%","60%",3.6,"80%","27%","20%","55%",,"40%","60%","49.8%","50.2%",3.48,1.29,1.51
"LEC 2025 Summer","2025-08-04","GiantX",5,3,2,31.3,63,59,1.07,0.78,-0.03,"6.1%",70.1,-10.1,979,"80%","60%","60%",3.6,"60%","60%","100%","64%",,"60%","67%","50.6%","49.0%",3.68,1.43,1.69
"LEC 2025 Summer","2025-08-04","Karmine Corp",5,4,1,30.4,85,41,2.07,0.83,1.35,"8.4%",51.8,28.2,234,"40%","80%","80%",4.6,"60%","53%","40%","68%",,"60%","60%","51.1%","54.2%",3.38,1.21,1.53
"LEC 2025 Summer","2025-08-04","Natus Vincere",2,0,2,26.9,10,37,0.27,0.87,-2.58,"-16.5%",16.6,-16.6,-2427,"50%","0%","0%",2.5,"50%","33%","0%","0%",,"0%","0%","47.2%","46.4%",2.9,0.81,1
"LEC 2025 Summer","2025-08-04","SK Gaming",4,0,4,32,36,66,0.55,0.8,-1.42,"-7.5%",33.7,-33.7,-1241,"25%","25%","25%",1.5,"25%","50%","75%","41%",,"0%","0%","49.5%","47.8%",3.54,1.39,1.44
"LEC 2025 Summer","2025-08-04","Team BDS",2,2,0,35.1,40,24,1.67,0.91,1.11,"7.5%",55.9,44.1,631,"50%","50%","50%",5.5,"50%","83%","0%","44%",,"100%","100%","50.7%","48.2%",3.47,1.14,1.91
"LEC 2025 Summer","2025-08-04","Team Heretics",3,1,2,31,34,43,0.79,0.83,-0.45,"-0.8%",50.8,-17.5,-716,"33%","67%","67%",4,"33%","67%","100%","58%",,"67%","67%","50.5%","53.8%",3.31,1.13,1.66
"LEC 2025 Summer","2025-08-04","Team Vitality",2,0,2,29.2,11,32,0.34,0.74,-1.07,"-19.6%",28.7,-28.7,-605,"0%","0%","0%",4.5,"0%","33%","0%","13%",,"0%","0%","48.7%","45.7%",3.34,1.33,1.58
"LEC 2025 Summer","2025-08-09","Fnatic",5,4,1,30.2,69,46,1.5,0.76,0.97,"3.5%",60.1,19.9,1170,"80%","60%","60%",3.6,"80%","27%","20%","55%",,"40%","60%","49.8%","50.2%",3.48,1.29,1.51
"LEC 2025 Summer","2025-08-09","G2 Esports",2,2,0,29.2,37,5,7.4,0.72,3.07,"19.9%",90.6,9.4,2855,"100%","100%","100%",5.5,"100%","67%","50%","63%",,"100%","100%","50.0%","59.2%",3.37,1.28,1.78
"LEC 2025 Summer","2025-08-09","GiantX",8,4,4,31.5,108,93,1.16,0.8,0.15,"5.4%",63.6,-13.6,772,"88%","38%","50%",3.1,"50%","63%","75%","56%","100%","50%","60%","49.9%","49.1%",3.57,1.39,1.64
"LEC 2025 Summer","2025-08-09","Karmine Corp",5,4,1,30.4,85,41,2.07,0.83,1.35,"8.4%",51.8,28.2,234,"40%","80%","80%",4.6,"60%","53%","40%","68%",,"60%","60%","51.1%","54.2%",3.38,1.21,1.53
"LEC 2025 Summer","2025-08-09","Movistar KOI",3,2,1,31.8,34,45,0.76,0.83,-0.45,"-4.4%",47.2,19.5,-428,"0%","100%","67%",3.7,"67%","33%","67%","58%","0%","67%","50%","51.4%","50.7%",3.47,1.04,1.3
"LEC 2025 Summer","2025-08-09","Natus Vincere",2,0,2,26.9,10,37,0.27,0.87,-2.58,"-16.5%",16.6,-16.6,-2427,"50%","0%","0%",2.5,"50%","33%","0%","0%",,"0%","0%","47.2%","46.4%",2.9,0.81,1
"LEC 2025 Summer","2025-08-09","SK Gaming",4,0,4,32,36,66,0.55,0.8,-1.42,"-7.5%",33.7,-33.7,-1241,"25%","25%","25%",1.5,"25%","50%","75%","41%",,"0%","0%","49.5%","47.8%",3.54,1.39,1.44
"LEC 2025 Summer","2025-08-09","Team BDS",2,2,0,35.1,40,24,1.67,0.91,1.11,"7.5%",55.9,44.1,631,"50%","50%","50%",5.5,"50%","83%","0%","44%",,"100%","100%","50.7%","48.2%",3.47,1.14,1.91
"LEC 2025 Summer","2025-08-09","Team Heretics",5,1,4,30.3,39,80,0.49,0.79,-1.46,"-8.4%",34.3,-14.3,-1572,"20%","40%","40%",3.2,"20%","53%","80%","50%",,"40%","40%","50.3%","48.6%",3.36,1.19,1.57
"LEC 2025 Summer","2025-08-09","Team Vitality",2,0,2,29.2,11,32,0.34,0.74,-1.07,"-19.6%",28.7,-28.7,-605,"0%","0%","0%",4.5,"0%","33%","0%","13%",,"0%","0%","48.7%","45.7%",3.34,1.33,1.58
"LEC 2025 Summer","2025-08-10","Fnatic",7,6,1,30.3,98,59,1.66,0.74,1.27,"6.8%",65.3,20.4,1184,"86%","71%","71%",4.1,"86%","38%","29%","64%","100%","57%","71%","50.3%","53.5%",3.42,1.24,1.53
"LEC 2025 Summer","2025-08-10","G2 Esports",2,2,0,29.2,37,5,7.4,0.72,3.07,"19.9%",90.6,9.4,2855,"100%","100%","100%",5.5,"100%","67%","50%","63%",,"100%","100%","50.0%","59.2%",3.37,1.28,1.78
"LEC 2025 Summer","2025-08-10","GiantX",8,4,4,31.5,108,93,1.16,0.8,0.15,"5.4%",63.6,-13.6,772,"88%","38%","50%",3.1,"50%","63%","75%","56%","100%","50%","60%","49.9%","49.1%",3.57,1.39,1.64
"LEC 2025 Summer","2025-08-10","Karmine Corp",8,6,2,32.1,127,73,1.74,0.78,0.82,"4.2%",50.2,24.8,121,"50%","50%","63%",4,"50%","63%","38%","62%",,"63%","67%","49.9%","49.7%",3.41,1.21,1.54
"LEC 2025 Summer","2025-08-10","Movistar KOI",6,3,3,33.4,66,87,0.76,0.76,-0.24,"-0.9%",49.8,0.2,-180,"17%","100%","67%",3.8,"67%","28%","67%","52%","0%","50%","38%","51.7%","54.2%",3.49,1.07,1.45
"LEC 2025 Summer","2025-08-10","Natus Vincere",2,0,2,26.9,10,37,0.27,0.87,-2.58,"-16.5%",16.6,-16.6,-2427,"50%","0%","0%",2.5,"50%","33%","0%","0%",,"0%","0%","47.2%","46.4%",2.9,0.81,1
"LEC 2025 Summer","2025-08-10","SK Gaming",4,0,4,32,36,66,0.55,0.8,-1.42,"-7.5%",33.7,-33.7,-1241,"25%","25%","25%",1.5,"25%","50%","75%","41%",,"0%","0%","49.5%","47.8%",3.54,1.39,1.44
"LEC 2025 Summer","2025-08-10","Team BDS",4,2,2,32.9,53,53,1,0.81,-0.34,"-3.7%",38.8,11.2,-295,"25%","25%","25%",3.8,"25%","58%","25%","29%","0%","50%","60%","49.6%","43.2%",3.6,1.19,1.59
"LEC 2025 Summer","2025-08-10","Team Heretics",5,1,4,30.3,39,80,0.49,0.79,-1.46,"-8.4%",34.3,-14.3,-1572,"20%","40%","40%",3.2,"20%","53%","80%","50%",,"40%","40%","50.3%","48.6%",3.36,1.19,1.57
"LEC 2025 Summer","2025-08-10","Team Vitality",2,0,2,29.2,11,32,0.34,0.74,-1.07,"-19.6%",28.7,-28.7,-605,"0%","0%","0%",4.5,"0%","33%","0%","13%",,"0%","0%","48.7%","45.7%",3.34,1.33,1.58
"LEC 2025 Summer","2025-08-16","Fnatic",7,6,1,30.3,98,59,1.66,0.74,1.27,"6.8%",65.3,20.4,1184,"86%","71%","71%",4.1,"86%","38%","29%","64%","100%","57%","71%","50.3%","53.5%",3.42,1.24,1.53
"LEC 2025 Summer","2025-08-16","G2 Esports",2,2,0,29.2,37,5,7.4,0.72,3.07,"19.9%",90.6,9.4,2855,"100%","100%","100%",5.5,"100%","67%","50%","63%",,"100%","100%","50.0%","59.2%",3.37,1.28,1.78
"LEC 2025 Summer","2025-08-16","GiantX",8,4,4,31.5,108,93,1.16,0.8,0.15,"5.4%",63.6,-13.6,772,"88%","38%","50%",3.1,"50%","63%","75%","56%","100%","50%","60%","49.9%","49.1%",3.57,1.39,1.64
"LEC 2025 Summer","2025-08-16","Karmine Corp",8,6,2,32.1,127,73,1.74,0.78,0.82,"4.2%",50.2,24.8,121,"50%","50%","63%",4,"50%","63%","38%","62%",,"63%","67%","49.9%","49.7%",3.41,1.21,1.54
"LEC 2025 Summer","2025-08-16","Movistar KOI",8,5,3,35.5,104,115,0.9,0.77,-0.13,"-0.5%",52.1,10.4,117,"25%","88%","63%",3,"75%","46%","63%","49%","50%","38%","38%","51.6%","53.0%",3.49,1.09,1.51
"LEC 2025 Summer","2025-08-16","Natus Vincere",4,0,4,34.3,38,75,0.51,0.82,-1.09,"-8.5%",28.8,-28.8,-1718,"50%","25%","25%",2.5,"25%","17%","25%","33%","0%","50%","50%","48.0%","48.5%",3.18,1.04,1.3
"LEC 2025 Summer","2025-08-16","SK Gaming",7,2,5,33.7,66,93,0.71,0.67,-0.9,"-4.6%",36.5,-7.9,-859,"43%","29%","57%",2.4,"43%","48%","71%","39%",,"29%","25%","49.2%","47.9%",3.56,1.43,1.58
"LEC 2025 Summer","2025-08-16","Team BDS",4,2,2,32.9,53,53,1,0.81,-0.34,"-3.7%",38.8,11.2,-295,"25%","25%","25%",3.8,"25%","58%","25%","29%","0%","50%","60%","49.6%","43.2%",3.6,1.19,1.59
"LEC 2025 Summer","2025-08-16","Team Heretics",8,2,6,32.4,66,110,0.6,0.68,-0.74,"-5.0%",43.9,-18.9,-851,"25%","50%","25%",3,"25%","54%","63%","56%",,"38%","38%","50.6%","49.8%",3.59,1.27,1.73
