teamA,teamB,scoreA,scoreB,date
paiN Gaming,Vivo Keyd Stars,3,1,2024-09-07
Vivo Keyd Stars,RED Canids,3,2,2024-08-24
RED Canids,LOUD,3,0,2024-08-23
Vivo Keyd Stars,paiN Gaming,1,3,2024-08-18
LOUD,FURIA Esports,3,2,2024-08-17
Vivo Keyd Stars,RED Canids,3,1,2024-08-11
LOUD,paiN Gaming,0,3,2024-08-10
FURIA Esports,Fluxo,3,2,2024-08-09
RED Canids,Fluxo,3,0,2024-08-04
LOUD,FURIA Esports,3,2,2024-08-03
