teamA,teamB,scoreA,scoreB,date
Team BDS,MAD Lions,2,3,2023-04-23
Team Vitality,MAD Lions,1,3,2023-04-22
G2 Esports,MAD Lions,2,3,2023-04-21
Team BDS,Team Vitality,3,0,2023-04-17
