teamA,teamB,scoreA,scoreB,date
paiN Gaming,INTZ e-Sports,1,0,2024-03-17
Fluxo,Liberty,1,0,2024-03-17
FURIA Esports,RED Canids,0,1,2024-03-17
KaBuM! e-Sports,Los Grandes,0,1,2024-03-17
LOUD,Vivo Keyd Stars,0,1,2024-03-17
INTZ e-Sports,Fluxo,1,0,2024-03-16
Vivo Keyd Stars,paiN Gaming,1,0,2024-03-16
KaBuM! e-Sports,FURIA Esports,1,0,2024-03-16
LOUD,Los Grandes,1,0,2024-03-16
Liberty,RED Canids,0,1,2024-03-16
INTZ e-Sports,KaBuM! e-Sports,1,0,2024-03-10
paiN Gaming,Fluxo,0,1,2024-03-10
Los Grandes,Liberty,1,0,2024-03-10
RED Canids,LOUD,0,1,2024-03-10
Vivo Keyd Stars,FURIA Esports,1,0,2024-03-10
Fluxo,RED Canids,0,1,2024-03-09
FURIA Esports,Los Grandes,0,1,2024-03-09
Liberty,Vivo Keyd Stars,1,0,2024-03-09
LOUD,INTZ e-Sports,1,0,2024-03-09
paiN Gaming,KaBuM! e-Sports,0,1,2024-03-09
Fluxo,LOUD,0,1,2024-03-03
Los Grandes,paiN Gaming,0,1,2024-03-03
FURIA Esports,INTZ e-Sports,1,0,2024-03-03
KaBuM! e-Sports,Liberty,0,1,2024-03-03
RED Canids,Vivo Keyd Stars,1,0,2024-03-03
LOUD,FURIA Esports,1,0,2024-03-02
Vivo Keyd Stars,Fluxo,1,0,2024-03-02
RED Canids,KaBuM! e-Sports,1,0,2024-03-02
paiN Gaming,Liberty,0,1,2024-03-02
INTZ e-Sports,Los Grandes,0,1,2024-03-02
FURIA Esports,paiN Gaming,0,1,2024-02-25
Liberty,LOUD,1,0,2024-02-25
INTZ e-Sports,Vivo Keyd Stars,0,1,2024-02-25
Los Grandes,RED Canids,0,1,2024-02-25
KaBuM! e-Sports,Fluxo,0,1,2024-02-25
Liberty,FURIA Esports,1,0,2024-02-24
RED Canids,INTZ e-Sports,1,0,2024-02-24
Fluxo,Los Grandes,0,1,2024-02-24
Vivo Keyd Stars,KaBuM! e-Sports,1,0,2024-02-24
LOUD,paiN Gaming,1,0,2024-02-24
Los Grandes,Vivo Keyd Stars,0,1,2024-02-18
KaBuM! e-Sports,LOUD,1,0,2024-02-18
paiN Gaming,RED Canids,1,0,2024-02-18
FURIA Esports,Fluxo,0,1,2024-02-18
INTZ e-Sports,Liberty,0,1,2024-02-18
Los Grandes,KaBuM! e-Sports,0,1,2024-02-17
INTZ e-Sports,paiN Gaming,0,1,2024-02-17
Vivo Keyd Stars,LOUD,1,0,2024-02-17
Liberty,Fluxo,1,0,2024-02-17
RED Canids,FURIA Esports,1,0,2024-02-17
Los Grandes,LOUD,1,0,2024-02-11
Fluxo,INTZ e-Sports,1,0,2024-02-11
RED Canids,Liberty,1,0,2024-02-11
FURIA Esports,KaBuM! e-Sports,0,1,2024-02-11
paiN Gaming,Vivo Keyd Stars,1,0,2024-02-11
KaBuM! e-Sports,INTZ e-Sports,1,0,2024-02-10
FURIA Esports,Vivo Keyd Stars,0,1,2024-02-10
LOUD,RED Canids,1,0,2024-02-10
Fluxo,paiN Gaming,0,1,2024-02-10
Liberty,Los Grandes,0,1,2024-02-10
Vivo Keyd Stars,Liberty,1,0,2024-02-04
Los Grandes,FURIA Esports,0,1,2024-02-04
INTZ e-Sports,LOUD,0,1,2024-02-04
KaBuM! e-Sports,paiN Gaming,0,1,2024-02-04
RED Canids,Fluxo,0,1,2024-02-04
Liberty,KaBuM! e-Sports,0,1,2024-02-03
Vivo Keyd Stars,RED Canids,0,1,2024-02-03
paiN Gaming,Los Grandes,1,0,2024-02-03
LOUD,Fluxo,1,0,2024-02-03
INTZ e-Sports,FURIA Esports,0,1,2024-02-03
Fluxo,Vivo Keyd Stars,0,1,2024-01-28
KaBuM! e-Sports,RED Canids,1,0,2024-01-28
Liberty,paiN Gaming,1,0,2024-01-28
Los Grandes,INTZ e-Sports,1,0,2024-01-28
FURIA Esports,LOUD,0,1,2024-01-28
RED Canids,Los Grandes,1,0,2024-01-27
LOUD,Liberty,1,0,2024-01-27
paiN Gaming,FURIA Esports,1,0,2024-01-27
Vivo Keyd Stars,INTZ e-Sports,1,0,2024-01-27
Fluxo,KaBuM! e-Sports,0,1,2024-01-27
paiN Gaming,LOUD,1,0,2024-01-21
FURIA Esports,Liberty,1,0,2024-01-21
KaBuM! e-Sports,Vivo Keyd Stars,1,0,2024-01-21
INTZ e-Sports,RED Canids,1,0,2024-01-21
Los Grandes,Fluxo,1,0,2024-01-21
RED Canids,paiN Gaming,1,0,2024-01-20
Liberty,INTZ e-Sports,1,0,2024-01-20
Fluxo,FURIA Esports,1,0,2024-01-20
Vivo Keyd Stars,Los Grandes,1,0,2024-01-20
LOUD,KaBuM! e-Sports,1,0,2024-01-20
