teamA,teamB,scoreA,scoreB,date
GAM Esports,Vikings Esports,3,0,2024-08-18
Vikings Esports,Team Whales,3,0,2024-08-17
Vikings Esports,GAM Esports,2,3,2024-08-11
Team Secret,Team Whales,2,3,2024-08-10
Vikings Esports,Team Whales,3,0,2024-08-09
GAM Esports,Team Secret,3,0,2024-08-08
Team Flash,Team Whales,0,3,2024-08-07
