teamA,teamB,scoreA,scoreB,date
paiN Gaming,FURIA,0,3,2025-06-15
Isurus,FURIA,1,3,2025-06-14
paiN Gaming,FURIA,3,1,2025-06-08
Isurus,Vivo Keyd Stars,3,0,2025-06-07
Vivo Keyd Stars,RED Canids,3,1,2025-06-01
LOUD,Isurus,1,3,2025-05-31
Vivo Keyd Stars,FURIA,0,3,2025-05-25
paiN Gaming,LOUD,3,1,2025-05-24
