teamA,teamB,scoreA,scoreB,date
Detonation FocusMe,SoftBank Hawks Gaming,0,3,2024-03-03
V3 Esports,Sengoku Gaming,3,1,2024-03-02
SoftBank Hawks Gaming,Sengoku Gaming,3,0,2024-02-25
Detonation FocusMe,V3 Esports,3,0,2024-02-24
