teamA,teamB,scoreA,scoreB,date
Vivo Keyd Stars,RED Canids,1,0,2023-08-06
KaBuM! e-Sports,paiN Gaming,0,1,2023-08-06
Liberty,FURIA Esports,1,0,2023-08-06
INTZ e-Sports,Fluxo,1,0,2023-08-06
Los Grandes,LOUD,0,1,2023-08-06
Fluxo,KaBuM! e-Sports,1,0,2023-08-05
RED Canids,Los Grandes,1,0,2023-08-05
INTZ e-Sports,LOUD,0,1,2023-08-05
paiN Gaming,Liberty,1,0,2023-08-05
FURIA Esports,Vivo Keyd Stars,1,0,2023-08-05
Fluxo,paiN Gaming,0,1,2023-07-30
LOUD,FURIA Esports,1,0,2023-07-30
Vivo Keyd Stars,Liberty,1,0,2023-07-30
KaBuM! e-Sports,RED Canids,0,1,2023-07-30
Los Grandes,INTZ e-Sports,0,1,2023-07-30
FURIA Esports,KaBuM! e-Sports,1,0,2023-07-29
paiN Gaming,INTZ e-Sports,0,1,2023-07-29
LOUD,Vivo Keyd Stars,1,0,2023-07-29
Los Grandes,Fluxo,1,0,2023-07-29
RED Canids,Liberty,1,0,2023-07-29
Vivo Keyd Stars,Los Grandes,1,0,2023-07-23
KaBuM! e-Sports,LOUD,0,1,2023-07-23
INTZ e-Sports,FURIA Esports,0,1,2023-07-23
paiN Gaming,RED Canids,1,0,2023-07-23
Liberty,Fluxo,0,1,2023-07-23
FURIA Esports,Los Grandes,0,1,2023-07-22
KaBuM! e-Sports,INTZ e-Sports,0,1,2023-07-22
Vivo Keyd Stars,paiN Gaming,0,1,2023-07-22
LOUD,Liberty,1,0,2023-07-22
Fluxo,RED Canids,1,0,2023-07-22
INTZ e-Sports,Vivo Keyd Stars,0,1,2023-07-16
RED Canids,LOUD,1,0,2023-07-16
FURIA Esports,Fluxo,0,1,2023-07-16
Los Grandes,paiN Gaming,0,1,2023-07-16
Liberty,KaBuM! e-Sports,0,1,2023-07-16
RED Canids,INTZ e-Sports,1,0,2023-07-15
Liberty,Los Grandes,0,1,2023-07-15
Fluxo,LOUD,1,0,2023-07-15
KaBuM! e-Sports,Vivo Keyd Stars,0,1,2023-07-15
paiN Gaming,FURIA Esports,1,0,2023-07-15
LOUD,paiN Gaming,1,0,2023-07-09
FURIA Esports,RED Canids,0,1,2023-07-09
INTZ e-Sports,Liberty,1,0,2023-07-09
Los Grandes,KaBuM! e-Sports,1,0,2023-07-09
Vivo Keyd Stars,Fluxo,0,1,2023-07-09
paiN Gaming,KaBuM! e-Sports,1,0,2023-07-08
LOUD,Los Grandes,1,0,2023-07-08
Fluxo,INTZ e-Sports,0,1,2023-07-08
RED Canids,Vivo Keyd Stars,1,0,2023-07-08
FURIA Esports,Liberty,1,0,2023-07-08
LOUD,INTZ e-Sports,1,0,2023-07-02
KaBuM! e-Sports,Fluxo,0,1,2023-07-02
Liberty,paiN Gaming,0,1,2023-07-02
Vivo Keyd Stars,FURIA Esports,1,0,2023-07-02
Los Grandes,RED Canids,0,1,2023-07-02
Liberty,Vivo Keyd Stars,0,1,2023-07-01
paiN Gaming,Fluxo,1,0,2023-07-01
RED Canids,KaBuM! e-Sports,1,0,2023-07-01
INTZ e-Sports,Los Grandes,1,0,2023-07-01
FURIA Esports,LOUD,0,1,2023-07-01
INTZ e-Sports,paiN Gaming,0,1,2023-06-25
Liberty,RED Canids,0,1,2023-06-25
Vivo Keyd Stars,LOUD,0,1,2023-06-25
KaBuM! e-Sports,FURIA Esports,0,1,2023-06-25
Fluxo,Los Grandes,1,0,2023-06-25
LOUD,KaBuM! e-Sports,1,0,2023-06-24
Los Grandes,Vivo Keyd Stars,0,1,2023-06-24
Fluxo,Liberty,1,0,2023-06-24
FURIA Esports,INTZ e-Sports,0,1,2023-06-24
RED Canids,paiN Gaming,1,0,2023-06-24
Liberty,LOUD,0,1,2023-06-18
Los Grandes,FURIA Esports,0,1,2023-06-18
RED Canids,Fluxo,0,1,2023-06-18
paiN Gaming,Vivo Keyd Stars,1,0,2023-06-18
INTZ e-Sports,KaBuM! e-Sports,1,0,2023-06-18
Fluxo,FURIA Esports,0,1,2023-06-17
paiN Gaming,Los Grandes,1,0,2023-06-17
KaBuM! e-Sports,Liberty,0,1,2023-06-17
LOUD,RED Canids,0,1,2023-06-17
Vivo Keyd Stars,INTZ e-Sports,0,1,2023-06-17
Los Grandes,Liberty,1,0,2023-06-11
FURIA Esports,paiN Gaming,1,0,2023-06-11
INTZ e-Sports,RED Canids,0,1,2023-06-11
LOUD,Fluxo,0,1,2023-06-11
Vivo Keyd Stars,KaBuM! e-Sports,1,0,2023-06-11
RED Canids,FURIA Esports,1,0,2023-06-10
Fluxo,Vivo Keyd Stars,0,1,2023-06-10
KaBuM! e-Sports,Los Grandes,0,1,2023-06-10
Liberty,INTZ e-Sports,0,1,2023-06-10
paiN Gaming,LOUD,1,0,2023-06-10
