teamA,teamB,scoreA,scoreB,date
Top Esports,Ninjas in Pyjamas,2,0,2024-03-27
Rare Atom,LNG Esports,1,2,2024-03-27
LGD Gaming,Royal Never Give Up,2,0,2024-03-26
Weibo Gaming,Invictus Gaming,2,0,2024-03-26
TT,Funplus Phoenix,1,2,2024-03-25
Team WE,Ultra Prime,2,0,2024-03-25
JD Gaming,Edward Gaming,2,0,2024-03-24
Top Esports,Anyone s Legend,2,1,2024-03-24
Rare Atom,LGD Gaming,0,2,2024-03-24
Bilibili Gaming,Ninjas in Pyjamas,2,0,2024-03-23
Team WE,LNG Esports,0,2,2024-03-23
OMG,Invictus Gaming,2,0,2024-03-23
JD Gaming,Weibo Gaming,0,2,2024-03-22
TT,Top Esports,0,2,2024-03-22
Funplus Phoenix,Royal Never Give Up,0,2,2024-03-22
Rare Atom,Ninjas in Pyjamas,0,2,2024-03-21
Ultra Prime,Edward Gaming,1,2,2024-03-21
OMG,Bilibili Gaming,1,2,2024-03-20
LNG Esports,Anyone s Legend,2,0,2024-03-20
Team WE,TT,0,2,2024-03-19
LGD Gaming,Weibo Gaming,2,1,2024-03-19
Royal Never Give Up,Ninjas in Pyjamas,0,2,2024-03-18
Invictus Gaming,JD Gaming,0,2,2024-03-18
Team WE,Top Esports,0,2,2024-03-17
Rare Atom,Funplus Phoenix,1,2,2024-03-17
Ultra Prime,OMG,0,2,2024-03-17
Bilibili Gaming,Weibo Gaming,2,0,2024-03-16
LNG Esports,Edward Gaming,2,0,2024-03-16
Anyone s Legend,JD Gaming,1,2,2024-03-16
Funplus Phoenix,Invictus Gaming,2,0,2024-03-15
Royal Never Give Up,OMG,2,0,2024-03-15
LGD Gaming,TT,0,2,2024-03-15
Top Esports,JD Gaming,1,2,2024-03-14
Rare Atom,Team WE,2,1,2024-03-14
Bilibili Gaming,Ultra Prime,2,0,2024-03-14
Weibo Gaming,Edward Gaming,2,1,2024-03-13
Royal Never Give Up,Anyone s Legend,2,1,2024-03-13
Invictus Gaming,LNG Esports,1,2,2024-03-12
Ninjas in Pyjamas,TT,2,0,2024-03-12
Funplus Phoenix,JD Gaming,2,0,2024-03-11
OMG,LGD Gaming,2,0,2024-03-11
Team WE,Weibo Gaming,2,0,2024-03-10
Ultra Prime,Top Esports,0,2,2024-03-10
Bilibili Gaming,Rare Atom,2,0,2024-03-10
JD Gaming,Royal Never Give Up,2,0,2024-03-09
TT,Edward Gaming,2,0,2024-03-09
Anyone s Legend,Invictus Gaming,0,2,2024-03-09
Top Esports,OMG,2,0,2024-03-08
Funplus Phoenix,Bilibili Gaming,0,2,2024-03-08
LGD Gaming,LNG Esports,2,1,2024-03-08
Weibo Gaming,Ninjas in Pyjamas,2,0,2024-03-07
JD Gaming,Ultra Prime,2,0,2024-03-07
Anyone s Legend,Rare Atom,1,2,2024-03-07
Royal Never Give Up,TT,0,2,2024-03-05
Edward Gaming,Invictus Gaming,1,2,2024-03-05
Team WE,Bilibili Gaming,0,2,2024-03-04
LGD Gaming,Top Esports,0,2,2024-03-04
OMG,JD Gaming,1,2,2024-03-03
Anyone s Legend,Ninjas in Pyjamas,2,1,2024-03-03
Weibo Gaming,Funplus Phoenix,0,2,2024-03-03
Edward Gaming,Rare Atom,2,0,2024-03-02
LNG Esports,Ultra Prime,2,1,2024-03-02
Team WE,Royal Never Give Up,2,0,2024-03-02
JD Gaming,TT,2,0,2024-03-01
Top Esports,Invictus Gaming,2,1,2024-03-01
LGD Gaming,Bilibili Gaming,0,2,2024-03-01
Weibo Gaming,Anyone s Legend,1,2,2024-02-29
Edward Gaming,OMG,1,2,2024-02-29
Funplus Phoenix,Ninjas in Pyjamas,2,0,2024-02-29
LNG Esports,Royal Never Give Up,2,0,2024-02-28
Ultra Prime,Rare Atom,2,0,2024-02-28
JD Gaming,Team WE,2,1,2024-02-27
Bilibili Gaming,TT,2,0,2024-02-27
Invictus Gaming,LGD Gaming,2,1,2024-02-26
Top Esports,Funplus Phoenix,1,2,2024-02-26
Ninjas in Pyjamas,LNG Esports,2,1,2024-02-25
Weibo Gaming,OMG,1,2,2024-02-25
Edward Gaming,Anyone s Legend,2,0,2024-02-25
JD Gaming,Bilibili Gaming,1,2,2024-02-24
Royal Never Give Up,Rare Atom,1,2,2024-02-24
TT,Ultra Prime,2,1,2024-02-24
LNG Esports,Top Esports,0,2,2024-02-23
Invictus Gaming,Team WE,1,2,2024-02-23
Funplus Phoenix,LGD Gaming,2,1,2024-02-23
Edward Gaming,Ninjas in Pyjamas,0,2,2024-02-22
Rare Atom,OMG,0,2,2024-02-22
TT,Anyone s Legend,0,2,2024-02-22
Royal Never Give Up,Top Esports,0,2,2024-02-21
Ultra Prime,Weibo Gaming,0,2,2024-02-21
Invictus Gaming,Bilibili Gaming,2,0,2024-02-20
Funplus Phoenix,LNG Esports,2,1,2024-02-20
Edward Gaming,Team WE,0,2,2024-02-19
JD Gaming,LGD Gaming,2,1,2024-02-19
TT,Rare Atom,1,2,2024-02-18
Anyone s Legend,OMG,2,1,2024-02-18
Ninjas in Pyjamas,Ultra Prime,2,1,2024-02-18
Weibo Gaming,Top Esports,0,2,2024-02-07
Invictus Gaming,Royal Never Give Up,2,1,2024-02-07
LNG Esports,Bilibili Gaming,0,2,2024-02-06
Edward Gaming,Funplus Phoenix,1,2,2024-02-06
Ultra Prime,Anyone s Legend,1,2,2024-02-05
Team WE,LGD Gaming,2,1,2024-02-05
Royal Never Give Up,Weibo Gaming,0,2,2024-02-04
JD Gaming,LNG Esports,2,1,2024-02-04
