teamA,teamB,scoreA,scoreB,date
Edward Gaming,Weibo Gaming,1,3,2023-08-08
Top Esports,Weibo Gaming,2,3,2023-08-07
LNG Esports,Edward Gaming,3,1,2023-08-06
