teamA,teamB,scoreA,scoreB,date
JD Gaming,Weibo Gaming,2,3,2024-09-02
Ninjas in Pyjamas,JD Gaming,2,3,2024-09-01
Weibo Gaming,LNG Esports,0,3,2024-08-31
