teamA,teamB,scoreA,scoreB,date
CTBC Flying Oyster,PSG Talon,3,1,2025-02-23
PSG Talon,MGN Vikings Esports,3,2,2025-02-22
CTBC Flying Oyster,MGN Vikings Esports,3,1,2025-02-21
GAM Esports,PSG Talon,1,2,2025-02-21
CTBC Flying Oyster,GAM Esports,2,0,2025-02-19
PSG Talon,MGN Vikings Esports,1,2,2025-02-19
Team Secret Whales,GAM Esports,0,2,2025-02-18
Fukuoka SoftBank HAWKS gaming,MGN Vikings Esports,0,2,2025-02-18
