teamA,teamB,scoreA,scoreB,date
G2 Esports,Fnatic,3,1,2023-09-10
MAD Lions,Fnatic,2,3,2023-09-09
G2 Esports,MAD Lions,3,1,2023-09-03
Team BDS,Fnatic,2,3,2023-09-02
Excel Esports,Fnatic,2,3,2023-08-27
Team BDS,SK Gaming,3,0,2023-08-26
G2 Esports,Team BDS,3,1,2023-08-20
MAD Lions,Excel Esports,3,0,2023-08-19
