teamA,teamB,scoreA,scoreB,date
Movistar KOI,G2 Esports,0,3,2025-09-28
Movistar KOI,Fnatic,3,1,2025-09-27
Karmine Corp,Fnatic,1,3,2025-09-26
Fnatic,GIANTX,3,0,2025-09-15
Movistar KOI,G2 Esports,1,3,2025-09-14
Karmine Corp,Team Vitality,3,1,2025-09-13
Movistar KOI,Fnatic,3,2,2025-09-08
Karmine Corp,G2 Esports,1,3,2025-09-07
GIANTX,Team BDS,3,0,2025-09-06
Team Heretics,Team Vitality,1,3,2025-09-05
