teamA,teamB,scoreA,scoreB,date
Team Heretics,Team BDS,2,0,2023-07-23
Fnatic,SK Gaming,2,0,2023-07-23
Team Heretics,KOI,2,0,2023-07-22
Fnatic,MAD Lions,2,0,2023-07-22
G2 Esports,Team BDS,2,0,2023-07-17
Excel Esports,SK Gaming,2,1,2023-07-17
G2 Esports,KOI,2,0,2023-07-16
Team Heretics,Team BDS,1,2,2023-07-16
SK Gaming,Fnatic,2,0,2023-07-15
Excel Esports,MAD Lions,2,0,2023-07-15
