teamA,teamB,date,league,teamA_win
Burning Core,Sengoku Gaming,2023-02-10,LJL,0
FENNEL,AXIZ,2023-02-10,LJL,1
Detonation FocusMe,V3 Esports,2023-02-05,LJL,1
Crest Gaming Act,SoftBank Hawks Gaming,2023-02-05,LJL,0
Burning Core,FENNEL,2023-02-04,LJL,0
AXIZ,Sengoku Gaming,2023-02-04,LJL,0
Crest Gaming Act,Detonation FocusMe,2023-02-03,LJL,0
V3 Esports,SoftBank Hawks Gaming,2023-02-03,LJL,0
FENNEL,SoftBank Hawks Gaming,2023-01-29,LJL,0
AXIZ,V3 Esports,2023-01-29,LJL,1
Burning Core,Crest Gaming Act,2023-01-28,LJL,0
Detonation FocusMe,Sengoku Gaming,2023-01-28,LJL,0
Detonation FocusMe,Sengoku Gaming,2023-04-15,LJL,1
Detonation FocusMe,SoftBank Hawks Gaming,2023-04-09,LJL,1
Sengoku Gaming,FENNEL,2023-04-08,LJL,1
FENNEL,Burning Core,2023-04-02,LJL,1
SoftBank Hawks Gaming,AXIZ,2023-04-01,LJL,1
Detonation FocusMe,Sengoku Gaming,2023-07-16,LJL,1
SoftBank Hawks Gaming,Burning Core,2023-07-16,LJL,1
AXIZ,FENNEL,2023-07-15,LJL,0
V3 Esports,Crest Gaming Act,2023-07-15,LJL,0
SoftBank Hawks Gaming,AXIZ,2023-07-14,LJL,1
Sengoku Gaming,Crest Gaming Act,2023-07-14,LJL,1
FENNEL,Burning Core,2023-07-09,LJL,1
Detonation FocusMe,V3 Esports,2023-07-09,LJL,1
FENNEL,SoftBank Hawks Gaming,2023-07-08,LJL,1
AXIZ,Sengoku Gaming,2023-07-08,LJL,1
Detonation FocusMe,Crest Gaming Act,2023-07-07,LJL,0
V3 Esports,Burning Core,2023-07-07,LJL,0
SoftBank Hawks Gaming,Sengoku Gaming,2023-07-02,LJL,1
AXIZ,Crest Gaming Act,2023-07-02,LJL,0
Burning Core,Detonation FocusMe,2023-07-01,LJL,0
FENNEL,V3 Esports,2023-07-01,LJL,1
Burning Core,AXIZ,2023-06-30,LJL,1
FENNEL,Detonation FocusMe,2023-06-30,LJL,0
Sengoku Gaming,FENNEL,2023-06-18,LJL,1
Crest Gaming Act,SoftBank Hawks Gaming,2023-06-18,LJL,0
Detonation FocusMe,AXIZ,2023-06-17,LJL,1
V3 Esports,Sengoku Gaming,2023-06-17,LJL,0
Crest Gaming Act,Burning Core,2023-06-16,LJL,1
SoftBank Hawks Gaming,V3 Esports,2023-06-16,LJL,1
FENNEL,Crest Gaming Act,2023-06-11,LJL,1
AXIZ,V3 Esports,2023-06-11,LJL,1
Burning Core,Sengoku Gaming,2023-06-10,LJL,0
Detonation FocusMe,SoftBank Hawks Gaming,2023-06-10,LJL,1
Detonation FocusMe,SoftBank Hawks Gaming,2023-08-20,LJL,1
SoftBank Hawks Gaming,Sengoku Gaming,2023-08-13,LJL,1
FENNEL,Sengoku Gaming,2023-08-12,LJL,0
Detonation FocusMe,SoftBank Hawks Gaming,2023-08-06,LJL,1
FENNEL,AXIZ,2023-08-05,LJL,1
Crest Gaming Act,Sengoku Gaming,2023-08-04,LJL,0
Burning Core,AXIZ,2023-07-30,LJL,0
Sengoku Gaming,V3 Esports,2023-07-29,LJL,1
SoftBank Hawks Gaming,FENNEL,2023-07-23,LJL,1
Detonation FocusMe,Crest Gaming Act,2023-07-22,LJL,1
Top Esports,Ninjas in Pyjamas,2024-03-27,LPL,1
Rare Atom,LNG Esports,2024-03-27,LPL,0
LGD Gaming,Royal Never Give Up,2024-03-26,LPL,1
Weibo Gaming,Invictus Gaming,2024-03-26,LPL,1
ThunderTalk Gaming,FunPlus Phoenix,2024-03-25,LPL,0
Team WE,Ultra Prime,2024-03-25,LPL,1
JD Gaming,EDward Gaming,2024-03-24,LPL,1
Top Esports,Anyone's Legend,2024-03-24,LPL,1
Rare Atom,LGD Gaming,2024-03-24,LPL,0
Bilibili Gaming,Ninjas in Pyjamas,2024-03-23,LPL,1
Team WE,LNG Esports,2024-03-23,LPL,0
Oh My God,Invictus Gaming,2024-03-23,LPL,1
JD Gaming,Weibo Gaming,2024-03-22,LPL,0
ThunderTalk Gaming,Top Esports,2024-03-22,LPL,0
FunPlus Phoenix,Royal Never Give Up,2024-03-22,LPL,0
Rare Atom,Ninjas in Pyjamas,2024-03-21,LPL,0
Ultra Prime,EDward Gaming,2024-03-21,LPL,0
Oh My God,Bilibili Gaming,2024-03-20,LPL,0
LNG Esports,Anyone's Legend,2024-03-20,LPL,1
Team WE,ThunderTalk Gaming,2024-03-19,LPL,0
LGD Gaming,Weibo Gaming,2024-03-19,LPL,1
Royal Never Give Up,Ninjas in Pyjamas,2024-03-18,LPL,0
Invictus Gaming,JD Gaming,2024-03-18,LPL,0
Team WE,Top Esports,2024-03-17,LPL,0
Rare Atom,FunPlus Phoenix,2024-03-17,LPL,0
Ultra Prime,Oh My God,2024-03-17,LPL,0
Bilibili Gaming,Weibo Gaming,2024-03-16,LPL,1
LNG Esports,EDward Gaming,2024-03-16,LPL,1
Anyone's Legend,JD Gaming,2024-03-16,LPL,0
FunPlus Phoenix,Invictus Gaming,2024-03-15,LPL,1
Royal Never Give Up,Oh My God,2024-03-15,LPL,1
LGD Gaming,ThunderTalk Gaming,2024-03-15,LPL,0
Top Esports,JD Gaming,2024-03-14,LPL,0
Rare Atom,Team WE,2024-03-14,LPL,1
Bilibili Gaming,Ultra Prime,2024-03-14,LPL,1
Weibo Gaming,EDward Gaming,2024-03-13,LPL,1
Royal Never Give Up,Anyone's Legend,2024-03-13,LPL,1
Invictus Gaming,LNG Esports,2024-03-12,LPL,0
Ninjas in Pyjamas,ThunderTalk Gaming,2024-03-12,LPL,1
FunPlus Phoenix,JD Gaming,2024-03-11,LPL,1
Oh My God,LGD Gaming,2024-03-11,LPL,1
Team WE,Weibo Gaming,2024-03-10,LPL,1
Ultra Prime,Top Esports,2024-03-10,LPL,0
Bilibili Gaming,Rare Atom,2024-03-10,LPL,1
JD Gaming,Royal Never Give Up,2024-03-09,LPL,1
ThunderTalk Gaming,EDward Gaming,2024-03-09,LPL,1
Anyone's Legend,Invictus Gaming,2024-03-09,LPL,0
Top Esports,Oh My God,2024-03-08,LPL,1
FunPlus Phoenix,Bilibili Gaming,2024-03-08,LPL,0
LGD Gaming,LNG Esports,2024-03-08,LPL,1
Weibo Gaming,Ninjas in Pyjamas,2024-03-07,LPL,1
JD Gaming,Ultra Prime,2024-03-07,LPL,1
Anyone's Legend,Rare Atom,2024-03-07,LPL,0
Royal Never Give Up,ThunderTalk Gaming,2024-03-05,LPL,0
EDward Gaming,Invictus Gaming,2024-03-05,LPL,0
Team WE,Bilibili Gaming,2024-03-04,LPL,0
LGD Gaming,Top Esports,2024-03-04,LPL,0
Oh My God,JD Gaming,2024-03-03,LPL,0
Anyone's Legend,Ninjas in Pyjamas,2024-03-03,LPL,1
Weibo Gaming,FunPlus Phoenix,2024-03-03,LPL,0
EDward Gaming,Rare Atom,2024-03-02,LPL,1
LNG Esports,Ultra Prime,2024-03-02,LPL,1
Team WE,Royal Never Give Up,2024-03-02,LPL,1
JD Gaming,ThunderTalk Gaming,2024-03-01,LPL,1
Top Esports,Invictus Gaming,2024-03-01,LPL,1
LGD Gaming,Bilibili Gaming,2024-03-01,LPL,0
Weibo Gaming,Anyone's Legend,2024-02-29,LPL,0
EDward Gaming,Oh My God,2024-02-29,LPL,0
FunPlus Phoenix,Ninjas in Pyjamas,2024-02-29,LPL,1
LNG Esports,Royal Never Give Up,2024-02-28,LPL,1
Ultra Prime,Rare Atom,2024-02-28,LPL,1
JD Gaming,Team WE,2024-02-27,LPL,1
Bilibili Gaming,ThunderTalk Gaming,2024-02-27,LPL,1
Invictus Gaming,LGD Gaming,2024-02-26,LPL,1
Top Esports,FunPlus Phoenix,2024-02-26,LPL,0
Ninjas in Pyjamas,LNG Esports,2024-02-25,LPL,1
Weibo Gaming,Oh My God,2024-02-25,LPL,0
EDward Gaming,Anyone's Legend,2024-02-25,LPL,1
JD Gaming,Bilibili Gaming,2024-02-24,LPL,0
Royal Never Give Up,Rare Atom,2024-02-24,LPL,0
ThunderTalk Gaming,Ultra Prime,2024-02-24,LPL,1
LNG Esports,Top Esports,2024-02-23,LPL,0
Invictus Gaming,Team WE,2024-02-23,LPL,0
FunPlus Phoenix,LGD Gaming,2024-02-23,LPL,1
EDward Gaming,Ninjas in Pyjamas,2024-02-22,LPL,0
Rare Atom,Oh My God,2024-02-22,LPL,0
ThunderTalk Gaming,Anyone's Legend,2024-02-22,LPL,0
Royal Never Give Up,Top Esports,2024-02-21,LPL,0
Ultra Prime,Weibo Gaming,2024-02-21,LPL,0
Invictus Gaming,Bilibili Gaming,2024-02-20,LPL,1
FunPlus Phoenix,LNG Esports,2024-02-20,LPL,1
EDward Gaming,Team WE,2024-02-19,LPL,0
JD Gaming,LGD Gaming,2024-02-19,LPL,1
ThunderTalk Gaming,Rare Atom,2024-02-18,LPL,0
Anyone's Legend,Oh My God,2024-02-18,LPL,1
Ninjas in Pyjamas,Ultra Prime,2024-02-18,LPL,1
Weibo Gaming,Top Esports,2024-02-07,LPL,0
Invictus Gaming,Royal Never Give Up,2024-02-07,LPL,1
LNG Esports,Bilibili Gaming,2024-02-06,LPL,0
EDward Gaming,FunPlus Phoenix,2024-02-06,LPL,0
Ultra Prime,Anyone's Legend,2024-02-05,LPL,0
Team WE,LGD Gaming,2024-02-05,LPL,1
Royal Never Give Up,Weibo Gaming,2024-02-04,LPL,0
JD Gaming,LNG Esports,2024-02-04,LPL,1
Oh My God,Ninjas in Pyjamas,2024-02-04,LPL,0
Bilibili Gaming,EDward Gaming,2024-02-03,LPL,1
Invictus Gaming,ThunderTalk Gaming,2024-02-03,LPL,1
Top Esports,Rare Atom,2024-02-03,LPL,1
Anyone's Legend,LGD Gaming,2024-02-02,LPL,1
Ultra Prime,FunPlus Phoenix,2024-02-02,LPL,1
Ninjas in Pyjamas,Team WE,2024-02-02,LPL,1
LNG Esports,Weibo Gaming,2024-02-01,LPL,1
ThunderTalk Gaming,Oh My God,2024-02-01,LPL,0
Ninjas in Pyjamas,JD Gaming,2024-01-31,LPL,0
Rare Atom,Invictus Gaming,2024-01-31,LPL,0
LGD Gaming,EDward Gaming,2024-01-30,LPL,1
Royal Never Give Up,Ultra Prime,2024-01-30,LPL,1
Bilibili Gaming,Anyone's Legend,2024-01-29,LPL,1
FunPlus Phoenix,Team WE,2024-01-29,LPL,0
Oh My God,LNG Esports,2024-01-28,LPL,0
Rare Atom,JD Gaming,2024-01-28,LPL,0
ThunderTalk Gaming,Weibo Gaming,2024-01-28,LPL,0
Top Esports,EDward Gaming,2024-01-27,LPL,1
Ultra Prime,LGD Gaming,2024-01-27,LPL,0
Invictus Gaming,Ninjas in Pyjamas,2024-01-27,LPL,0
Bilibili Gaming,Royal Never Give Up,2024-01-26,LPL,1
Oh My God,FunPlus Phoenix,2024-01-26,LPL,0
Anyone's Legend,Team WE,2024-01-26,LPL,0
LNG Esports,ThunderTalk Gaming,2024-01-25,LPL,0
Weibo Gaming,Rare Atom,2024-01-25,LPL,1
Ultra Prime,Invictus Gaming,2024-01-24,LPL,0
Ninjas in Pyjamas,LGD Gaming,2024-01-24,LPL,1
Anyone's Legend,FunPlus Phoenix,2024-01-23,LPL,1
Oh My God,Team WE,2024-01-23,LPL,1
Royal Never Give Up,EDward Gaming,2024-01-22,LPL,1
Bilibili Gaming,Top Esports,2024-01-22,LPL,1
Bilibili Gaming,Top Esports,2024-04-20,LPL,1
Top Esports,JD Gaming,2024-04-14,LPL,1
Bilibili Gaming,Top Esports,2024-04-11,LPL,1
JD Gaming,Ninjas in Pyjamas,2024-04-10,LPL,1
Top Esports,JD Gaming,2024-04-07,LPL,1
Bilibili Gaming,Ninjas in Pyjamas,2024-04-06,LPL,1
Weibo Gaming,JD Gaming,2024-04-05,LPL,0
Ninjas in Pyjamas,FunPlus Phoenix,2024-04-04,LPL,1
LNG Esports,Weibo Gaming,2024-04-03,LPL,0
Ninjas in Pyjamas,Team WE,2024-04-02,LPL,1
Weibo Gaming,Invictus Gaming,2024-04-01,LPL,1
Oh My God,Team WE,2024-03-31,LPL,0
Invictus Gaming,Weibo Gaming,2024-06-29,LPL,0
Ultra Prime,Ninjas in Pyjamas,2024-06-29,LPL,0
JD Gaming,EDward Gaming,2024-06-28,LPL,1
FunPlus Phoenix,ThunderTalk Gaming,2024-06-28,LPL,1
LGD Gaming,Bilibili Gaming,2024-06-27,LPL,1
Royal Never Give Up,Team WE,2024-06-27,LPL,1
LNG Esports,Oh My God,2024-06-26,LPL,1
Top Esports,Rare Atom,2024-06-26,LPL,1
Weibo Gaming,Anyone's Legend,2024-06-25,LPL,0
Invictus Gaming,Ultra Prime,2024-06-25,LPL,1
JD Gaming,FunPlus Phoenix,2024-06-24,LPL,1
ThunderTalk Gaming,EDward Gaming,2024-06-24,LPL,1
Top Esports,LNG Esports,2024-06-23,LPL,1
Anyone's Legend,Invictus Gaming,2024-06-23,LPL,1
Bilibili Gaming,Royal Never Give Up,2024-06-22,LPL,1
Team WE,LGD Gaming,2024-06-22,LPL,0
Ninjas in Pyjamas,Weibo Gaming,2024-06-21,LPL,1
Ultra Prime,Anyone's Legend,2024-06-21,LPL,0
Oh My God,Rare Atom,2024-06-20,LPL,0
EDward Gaming,FunPlus Phoenix,2024-06-20,LPL,0
ThunderTalk Gaming,JD Gaming,2024-06-19,LPL,0
Ninjas in Pyjamas,Invictus Gaming,2024-06-19,LPL,1
Bilibili Gaming,Team WE,2024-06-18,LPL,1
LGD Gaming,Royal Never Give Up,2024-06-18,LPL,1
Anyone's Legend,Ninjas in Pyjamas,2024-06-17,LPL,1
Weibo Gaming,Ultra Prime,2024-06-17,LPL,0
Oh My God,Top Esports,2024-06-16,LPL,0
Rare Atom,LNG Esports,2024-06-16,LPL,0
FunPlus Phoenix,JD Gaming,2024-06-15,LPL,0
EDward Gaming,ThunderTalk Gaming,2024-06-15,LPL,1
Invictus Gaming,Ninjas in Pyjamas,2024-06-14,LPL,1
Royal Never Give Up,LGD Gaming,2024-06-14,LPL,0
Team WE,Bilibili Gaming,2024-06-13,LPL,0
Anyone's Legend,Weibo Gaming,2024-06-13,LPL,0
Top Esports,Oh My God,2024-06-12,LPL,1
LNG Esports,Rare Atom,2024-06-12,LPL,0
Ninjas in Pyjamas,Ultra Prime,2024-06-11,LPL,1
Invictus Gaming,Anyone's Legend,2024-06-11,LPL,0
Bilibili Gaming,LGD Gaming,2024-06-10,LPL,1
FunPlus Phoenix,EDward Gaming,2024-06-10,LPL,0
Ultra Prime,Weibo Gaming,2024-06-08,LPL,1
Ninjas in Pyjamas,Anyone's Legend,2024-06-08,LPL,0
LNG Esports,Top Esports,2024-06-07,LPL,0
JD Gaming,ThunderTalk Gaming,2024-06-07,LPL,1
Royal Never Give Up,Bilibili Gaming,2024-06-06,LPL,0
Rare Atom,Oh My God,2024-06-06,LPL,1
EDward Gaming,JD Gaming,2024-06-05,LPL,0
LGD Gaming,Team WE,2024-06-05,LPL,0
ThunderTalk Gaming,FunPlus Phoenix,2024-06-04,LPL,0
Anyone's Legend,Ultra Prime,2024-06-04,LPL,1
Weibo Gaming,Invictus Gaming,2024-06-03,LPL,1
Oh My God,LNG Esports,2024-06-03,LPL,0
Rare Atom,Top Esports,2024-06-02,LPL,0
Team WE,Royal Never Give Up,2024-06-02,LPL,1
Weibo Gaming,Ninjas in Pyjamas,2024-06-01,LPL,0
Ultra Prime,Invictus Gaming,2024-06-01,LPL,1
JD Gaming,Top Esports,2024-07-31,LPL,0
FunPlus Phoenix,Bilibili Gaming,2024-07-31,LPL,0
Bilibili Gaming,Anyone's Legend,2024-07-30,LPL,1
Ninjas in Pyjamas,LGD Gaming,2024-07-30,LPL,0
Oh My God,Rare Atom,2024-07-29,LPL,1
Royal Never Give Up,ThunderTalk Gaming,2024-07-29,LPL,0
FunPlus Phoenix,Weibo Gaming,2024-07-28,LPL,0
Anyone's Legend,LNG Esports,2024-07-28,LPL,0
Invictus Gaming,Team WE,2024-07-28,LPL,1
FunPlus Phoenix,Top Esports,2024-07-27,LPL,0
EDward Gaming,Ultra Prime,2024-07-27,LPL,1
LGD Gaming,LNG Esports,2024-07-27,LPL,0
Bilibili Gaming,Ninjas in Pyjamas,2024-07-26,LPL,1
Anyone's Legend,Top Esports,2024-07-26,LPL,0
Oh My God,ThunderTalk Gaming,2024-07-26,LPL,0
Weibo Gaming,LGD Gaming,2024-07-25,LPL,1
Invictus Gaming,Royal Never Give Up,2024-07-25,LPL,1
Rare Atom,Team WE,2024-07-25,LPL,1
LNG Esports,JD Gaming,2024-07-24,LPL,1
Ultra Prime,Oh My God,2024-07-24,LPL,0
Top Esports,Ninjas in Pyjamas,2024-07-23,LPL,1
Weibo Gaming,Bilibili Gaming,2024-07-23,LPL,0
ThunderTalk Gaming,EDward Gaming,2024-07-22,LPL,0
Rare Atom,Royal Never Give Up,2024-07-22,LPL,1
LNG Esports,FunPlus Phoenix,2024-07-21,LPL,0
Team WE,Ultra Prime,2024-07-21,LPL,0
JD Gaming,Bilibili Gaming,2024-07-20,LPL,0
Top Esports,LGD Gaming,2024-07-20,LPL,1
Team WE,Oh My God,2024-07-20,LPL,0
Ninjas in Pyjamas,JD Gaming,2024-07-19,LPL,0
LGD Gaming,FunPlus Phoenix,2024-07-19,LPL,0
Invictus Gaming,EDward Gaming,2024-07-19,LPL,1
Bilibili Gaming,LNG Esports,2024-07-18,LPL,0
Weibo Gaming,Anyone's Legend,2024-07-18,LPL,1
Royal Never Give Up,Ultra Prime,2024-07-18,LPL,1
Top Esports,Weibo Gaming,2024-07-17,LPL,1
Team WE,ThunderTalk Gaming,2024-07-17,LPL,0
FunPlus Phoenix,Ninjas in Pyjamas,2024-07-16,LPL,1
Rare Atom,EDward Gaming,2024-07-16,LPL,1
Bilibili Gaming,LGD Gaming,2024-07-15,LPL,1
Invictus Gaming,Oh My God,2024-07-15,LPL,0
LNG Esports,Top Esports,2024-07-14,LPL,1
Anyone's Legend,JD Gaming,2024-07-14,LPL,0
Ultra Prime,ThunderTalk Gaming,2024-07-14,LPL,0
Weibo Gaming,Ninjas in Pyjamas,2024-07-13,LPL,1
Team WE,Royal Never Give Up,2024-07-13,LPL,1
Rare Atom,Invictus Gaming,2024-07-13,LPL,1
Top Esports,Bilibili Gaming,2024-07-12,LPL,0
EDward Gaming,Oh My God,2024-07-12,LPL,0
LGD Gaming,JD Gaming,2024-07-12,LPL,0
Ninjas in Pyjamas,Anyone's Legend,2024-07-11,LPL,0
Ultra Prime,Rare Atom,2024-07-11,LPL,1
LNG Esports,Weibo Gaming,2024-07-10,LPL,1
ThunderTalk Gaming,Invictus Gaming,2024-07-10,LPL,1
JD Gaming,FunPlus Phoenix,2024-07-09,LPL,1
Oh My God,Royal Never Give Up,2024-07-09,LPL,1
LGD Gaming,Anyone's Legend,2024-07-08,LPL,0
EDward Gaming,Team WE,2024-07-08,LPL,0
Ninjas in Pyjamas,LNG Esports,2024-07-07,LPL,0
Ultra Prime,Invictus Gaming,2024-07-07,LPL,0
JD Gaming,Weibo Gaming,2024-07-06,LPL,0
ThunderTalk Gaming,Rare Atom,2024-07-06,LPL,0
Anyone's Legend,FunPlus Phoenix,2024-07-05,LPL,1
EDward Gaming,Royal Never Give Up,2024-07-05,LPL,1
Bilibili Gaming,Weibo Gaming,2024-08-30,LPL,1
Top Esports,Weibo Gaming,2024-08-24,LPL,0
LNG Esports,Weibo Gaming,2024-08-22,LPL,0
Top Esports,Bilibili Gaming,2024-08-21,LPL,0
LNG Esports,Top Esports,2024-08-18,LPL,0
Bilibili Gaming,Weibo Gaming,2024-08-17,LPL,1
Top Esports,Anyone's Legend,2024-08-16,LPL,1
Weibo Gaming,Ninjas in Pyjamas,2024-08-15,LPL,1
Anyone's Legend,FunPlus Phoenix,2024-08-13,LPL,1
JD Gaming,Ninjas in Pyjamas,2024-08-12,LPL,0
FunPlus Phoenix,ThunderTalk Gaming,2024-08-11,LPL,1
LGD Gaming,Ninjas in Pyjamas,2024-08-10,LPL,0
Oh My God,ThunderTalk Gaming,2024-08-05,LPL,0
Ninjas in Pyjamas,Rare Atom,2024-08-04,LPL,1
LGD Gaming,Invictus Gaming,2024-08-03,LPL,1
JD Gaming,Weibo Gaming,2024-09-02,LPL,0
Ninjas in Pyjamas,JD Gaming,2024-09-01,LPL,0
Weibo Gaming,LNG Esports,2024-08-31,LPL,0
SK Gaming,G2 Esports,2024-01-29,LEC,0
Fnatic,Team Heretics,2024-01-29,LEC,1
Team BDS,Karmine Corp,2024-01-29,LEC,0
GiantX,Rogue,2024-01-29,LEC,1
Team Vitality,MAD Lions KOI,2024-01-29,LEC,0
Rogue,Team BDS,2024-01-28,LEC,0
Karmine Corp,SK Gaming,2024-01-28,LEC,1
Fnatic,G2 Esports,2024-01-28,LEC,0
GiantX,MAD Lions KOI,2024-01-28,LEC,1
Team Heretics,Team Vitality,2024-01-28,LEC,0
Rogue,Karmine Corp,2024-01-27,LEC,1
G2 Esports,GiantX,2024-01-27,LEC,1
MAD Lions KOI,Fnatic,2024-01-27,LEC,1
Team BDS,Team Heretics,2024-01-27,LEC,1
SK Gaming,Team Vitality,2024-01-27,LEC,1
Team Heretics,Karmine Corp,2024-01-22,LEC,1
Team Vitality,G2 Esports,2024-01-22,LEC,1
MAD Lions KOI,Rogue,2024-01-22,LEC,1
Fnatic,GiantX,2024-01-22,LEC,1
SK Gaming,Team BDS,2024-01-22,LEC,0
Karmine Corp,Team Vitality,2024-01-21,LEC,0
GiantX,SK Gaming,2024-01-21,LEC,0
G2 Esports,Team Heretics,2024-01-21,LEC,1
Rogue,Fnatic,2024-01-21,LEC,0
MAD Lions KOI,Team BDS,2024-01-21,LEC,0
Karmine Corp,GiantX,2024-01-20,LEC,0
Team BDS,Fnatic,2024-01-20,LEC,1
G2 Esports,MAD Lions KOI,2024-01-20,LEC,1
Team Heretics,SK Gaming,2024-01-20,LEC,1
Team Vitality,Rogue,2024-01-20,LEC,1
SK Gaming,Fnatic,2024-01-15,LEC,1
Karmine Corp,MAD Lions KOI,2024-01-15,LEC,0
Team Heretics,GiantX,2024-01-15,LEC,1
G2 Esports,Rogue,2024-01-15,LEC,0
Team Vitality,Team BDS,2024-01-15,LEC,0
Rogue,Team Heretics,2024-01-14,LEC,0
Fnatic,Team Vitality,2024-01-14,LEC,1
G2 Esports,Karmine Corp,2024-01-14,LEC,1
MAD Lions KOI,SK Gaming,2024-01-14,LEC,0
GiantX,Team BDS,2024-01-14,LEC,0
MAD Lions KOI,Team Heretics,2024-01-13,LEC,1
Team Vitality,GiantX,2024-01-13,LEC,0
Karmine Corp,Fnatic,2024-01-13,LEC,0
Rogue,SK Gaming,2024-01-13,LEC,0
Team BDS,G2 Esports,2024-01-13,LEC,0
G2 Esports,MAD Lions KOI,2024-02-18,LEC,1
Team BDS,MAD Lions KOI,2024-02-17,LEC,0
MAD Lions KOI,Fnatic,2024-02-16,LEC,1
SK Gaming,Fnatic,2024-02-12,LEC,0
MAD Lions KOI,Team Vitality,2024-02-12,LEC,1
G2 Esports,Team BDS,2024-02-11,LEC,1
SK Gaming,Team Heretics,2024-02-10,LEC,1
MAD Lions KOI,GiantX,2024-02-10,LEC,1
G2 Esports,Fnatic,2024-02-05,LEC,1
Team BDS,Team Vitality,2024-02-05,LEC,1
MAD Lions KOI,Fnatic,2024-02-04,LEC,0
SK Gaming,Team Vitality,2024-02-04,LEC,0
G2 Esports,GiantX,2024-02-03,LEC,1
Team BDS,Team Heretics,2024-02-03,LEC,1
Rogue,SK Gaming,2024-03-25,LEC,0
Karmine Corp,Team BDS,2024-03-25,LEC,0
G2 Esports,Team Vitality,2024-03-25,LEC,0
Fnatic,MAD Lions KOI,2024-03-25,LEC,0
Rogue,SK Gaming,2024-03-25,LEC,1
Team Heretics,GiantX,2024-03-25,LEC,0
Karmine Corp,Team Heretics,2024-03-23,LEC,0
Rogue,G2 Esports,2024-03-23,LEC,1
Team BDS,MAD Lions KOI,2024-03-23,LEC,0
Team Vitality,GiantX,2024-03-23,LEC,0
SK Gaming,Fnatic,2024-03-23,LEC,0
Team Vitality,Karmine Corp,2024-03-22,LEC,1
MAD Lions KOI,Team Heretics,2024-03-22,LEC,0
G2 Esports,SK Gaming,2024-03-22,LEC,1
Team BDS,Fnatic,2024-03-22,LEC,1
GiantX,Rogue,2024-03-22,LEC,1
SK Gaming,Karmine Corp,2024-03-18,LEC,1
Rogue,MAD Lions KOI,2024-03-18,LEC,0
G2 Esports,GiantX,2024-03-18,LEC,1
Team Vitality,Fnatic,2024-03-18,LEC,0
Team BDS,Team Heretics,2024-03-18,LEC,0
Fnatic,G2 Esports,2024-03-17,LEC,1
Team Heretics,SK Gaming,2024-03-17,LEC,1
MAD Lions KOI,Karmine Corp,2024-03-17,LEC,0
Rogue,Team Vitality,2024-03-17,LEC,0
GiantX,Team BDS,2024-03-17,LEC,0
Karmine Corp,Rogue,2024-03-16,LEC,0
MAD Lions KOI,Team Vitality,2024-03-16,LEC,0
G2 Esports,Team Heretics,2024-03-16,LEC,1
GiantX,Fnatic,2024-03-16,LEC,0
SK Gaming,Team BDS,2024-03-16,LEC,0
G2 Esports,Karmine Corp,2024-03-11,LEC,1
Team Heretics,Fnatic,2024-03-11,LEC,1
GiantX,MAD Lions KOI,2024-03-11,LEC,1
SK Gaming,Team Vitality,2024-03-11,LEC,1
Rogue,Team BDS,2024-03-11,LEC,0
MAD Lions KOI,G2 Esports,2024-03-10,LEC,0
GiantX,SK Gaming,2024-03-10,LEC,0
Fnatic,Karmine Corp,2024-03-10,LEC,1
Team Heretics,Rogue,2024-03-10,LEC,1
Team Vitality,Team BDS,2024-03-10,LEC,1
MAD Lions KOI,SK Gaming,2024-03-09,LEC,1
Karmine Corp,GiantX,2024-03-09,LEC,1
Team BDS,G2 Esports,2024-03-09,LEC,0
Fnatic,Rogue,2024-03-09,LEC,1
Team Vitality,Team Heretics,2024-03-09,LEC,1
G2 Esports,Fnatic,2024-04-14,LEC,1
Team BDS,Fnatic,2024-04-13,LEC,0
Fnatic,Team Vitality,2024-04-08,LEC,1
G2 Esports,Team BDS,2024-04-07,LEC,1
Team Vitality,MAD Lions KOI,2024-04-06,LEC,1
Fnatic,Team Heretics,2024-04-06,LEC,1
GiantX,MAD Lions KOI,2024-04-02,LEC,0
Team Heretics,SK Gaming,2024-04-02,LEC,1
Fnatic,G2 Esports,2024-04-01,LEC,0
Team Vitality,Team BDS,2024-04-01,LEC,0
G2 Esports,MAD Lions KOI,2024-03-31,LEC,1
Team Heretics,Team BDS,2024-03-31,LEC,0
Fnatic,GiantX,2024-03-30,LEC,1
Team Vitality,SK Gaming,2024-03-30,LEC,1
MAD Lions KOI,Team Vitality,2024-06-30,LEC,1
MAD Lions KOI,Rogue,2024-06-30,LEC,1
GiantX,Karmine Corp,2024-06-30,LEC,0
Team Heretics,G2 Esports,2024-06-30,LEC,0
Team BDS,Fnatic,2024-06-30,LEC,1
MAD Lions KOI,Rogue,2024-06-30,LEC,1
Team Vitality,SK Gaming,2024-06-30,LEC,0
MAD Lions KOI,Team BDS,2024-06-29,LEC,0
SK Gaming,Karmine Corp,2024-06-29,LEC,1
G2 Esports,Team Vitality,2024-06-29,LEC,1
Rogue,GiantX,2024-06-29,LEC,0
Fnatic,Team Heretics,2024-06-29,LEC,0
Karmine Corp,Team Vitality,2024-06-23,LEC,1
SK Gaming,MAD Lions KOI,2024-06-23,LEC,1
Fnatic,G2 Esports,2024-06-23,LEC,0
GiantX,Team BDS,2024-06-23,LEC,0
Rogue,Team Heretics,2024-06-23,LEC,1
MAD Lions KOI,Fnatic,2024-06-22,LEC,0
