league,date,Team,GP,W,L,AGT,K,D,KD,CKPM,GSPD,GD15,FB%,FT%,F3T%,PPG,HLD%,GRB%,FD%,DRG%,ELD%,FBN%,BN%,LNE%,JNG%,WPM,CWPM,WCPM,winrate%
LPL,2023-03-04,Anyone's Legend,29.0,9.0,20.0,31.98045977011494,288.0,379.0,0.7598944591029023,0.7224065740642044,-0.07375013475862069,,0.5862068965517241,0.41379310344827586,,,0.3620689655172414,,0.27586206896551724,0.40310077519379844,,,0.3076923076923077,,0.46923955205527373,2.5906241379310346,1.2299445548886487,1.4048515154360333,0.3103448275862069
LPL,2023-03-08,Anyone's Legend,32.0,10.0,22.0,32.237500000000004,320.0,422.0,0.7582938388625592,0.7242988281484966,-0.078602090875,,0.5625,0.4375,,,0.34375,,0.3125,0.4195804195804196,,,0.28888888888888886,,0.4657198000337046,2.6617875,1.2343969487542321,1.4216140957108916,0.3125
LPL,2023-03-12,Anyone's Legend,34.0,10.0,24.0,32.17598039215687,335.0,454.0,0.737885462555066,0.7266133071215763,-0.08226892670588237,,0.5588235294117647,0.4117647058823529,,,0.35294117647058826,,0.35294117647058826,0.4144736842105263,,,0.2916666666666667,,0.46452400778654607,2.708814705882353,1.2485262367193857,1.4053124203317073,0.29411764705882354
LPL,2023-03-15,Anyone's Legend,37.0,11.0,26.0,31.857657657657672,365.0,502.0,0.7270916334661355,0.7413174986392737,-0.08140093264864867,,0.5405405405405406,0.43243243243243246,,,0.3918918918918919,,0.35135135135135137,0.4146341463414634,,,0.3,,0.46443738538646295,2.76587027027027,1.2503376773594814,1.3999340397595055,0.2972972972972973
LPL,2023-03-17,Anyone's Legend,39.0,13.0,26.0,31.974358974358985,405.0,521.0,0.7773512476007678,0.7470780841911178,-0.07539464123076925,,0.5384615384615384,0.4358974358974359,,,0.38461538461538464,,0.358974358974359,0.42528735632183906,,,0.3018867924528302,,0.46672838818439705,2.821425641025641,1.2609107615438218,1.4326798204709623,0.3333333333333333
LPL,2023-03-26,Anyone's Legend,41.0,13.0,28.0,32.49837398373984,430.0,570.0,0.7543859649122807,0.7528618360275939,-0.07337905970731708,,0.5609756097560976,0.43902439024390244,,,0.3902439024390244,,0.3902439024390244,0.41935483870967744,,,0.3050847457627119,,0.4652742900409725,2.8690951219512195,1.2709669294121901,1.4898199308674913,0.3170731707317073
LPL,2023-05-29,Anyone's Legend,3.0,1.0,2.0,31.155555555555555,31.0,41.0,0.7560975609756098,0.7658160239622149,-0.005522099999999998,,0.3333333333333333,0.6666666666666666,,,0.0,,0.6666666666666666,0.5714285714285714,,,0.4,,0.5027773511609402,2.959566666666667,1.2290364529191762,1.4102158961557656,0.3333333333333333
LPL,2023-06-02,Anyone's Legend,5.0,1.0,4.0,30.73,42.0,65.0,0.6461538461538462,0.7068277836478396,-0.06413498,,0.4,0.4,,,0.2,,0.4,0.45454545454545453,,,0.375,,0.4676032492369079,2.87196,1.2574458925695482,1.3131514328597462,0.2
LPL,2023-06-05,Anyone's Legend,8.0,3.0,5.0,31.08958333333333,86.0,93.0,0.9247311827956989,0.7199321057136191,-0.04085751250000001,,0.375,0.375,,,0.25,,0.375,0.5277777777777778,,,0.4166666666666667,,0.4781670223108609,3.0680625,1.3309454748904974,1.4267381991433847,0.375
LPL,2023-06-09,Anyone's Legend,10.0,3.0,7.0,30.893333333333327,101.0,125.0,0.808,0.7253884277046774,-0.060692010000000005,,0.4,0.3,,,0.2,,0.5,0.5,,,0.3333333333333333,,0.47176833628282955,2.98757,1.2957573223250127,1.4119400687397976,0.3
LPL,2023-06-12,Anyone's Legend,13.0,4.0,9.0,31.176923076923075,133.0,169.0,0.7869822485207101,0.7399048608226674,-0.057719546153846155,,0.38461538461538464,0.23076923076923078,,,0.15384615384615385,,0.5384615384615384,0.5087719298245614,,,0.3684210526315789,,0.47340537629679297,3.0646153846153843,1.3566204452946287,1.4109410635363338,0.3076923076923077
LPL,2023-06-15,Anyone's Legend,16.0,5.0,11.0,30.698958333333334,164.0,219.0,0.7488584474885844,0.7833333184154723,-0.06331269375000001,,0.4375,0.3125,,,0.25806451612903225,,0.4375,0.45714285714285713,,,0.391304347826087,,0.4713832227463929,3.1545375,1.3421784395874545,1.3899238092693618,0.3125
LPL,2023-06-19,Anyone's Legend,18.0,5.0,13.0,30.6962962962963,176.0,244.0,0.7213114754098361,0.7634208583594498,-0.05866241277777779,,0.4444444444444444,0.3333333333333333,,,0.2857142857142857,,0.4444444444444444,0.46153846153846156,,,0.34615384615384615,,0.48021568319293606,3.173538888888889,1.3451132867144167,1.434595237261124,0.2777777777777778
LPL,2023-06-21,Anyone's Legend,20.0,5.0,15.0,30.974166666666672,192.0,270.0,0.7111111111111111,0.7499373932576229,-0.0671567215,,0.4,0.3,,,0.3076923076923077,,0.45,0.4659090909090909,,,0.3333333333333333,,0.47945144426511827,3.186305,1.3453895454633655,1.437506533697221,0.25
