league,date,Team,GP,W,L,AGT,K,D,KD,CKPM,GSPD,GD15,FB%,FT%,F3T%,PPG,HLD%,GRB%,FD%,DRG%,ELD%,FBN%,BN%,LNE%,JNG%,WPM,CWPM,WCPM,winrate%
LEC,2025-01-18,Fnatic,1.0,0.0,1.0,30.116666666666667,2.0,19.0,0.10526315789473684,0.6972883231876037,-0.212462,-2325.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.510828025477707,0.4754601226993865,3.254,0.9297177642501383,1.4609850581073602,0.0
LEC,2025-01-19,Fnatic,2.0,1.0,1.0,29.4,31.0,28.0,1.1071428571428572,1.011049739746039,-0.019232,660.5,0.0,0.0,0.5,4.0,0.0,0.25,0.0,0.2857142857142857,,0.5,0.5,0.5213003003642716,0.549527814158682,3.0564,0.8483568484237327,1.2185808497974338,0.5
LEC,2025-01-20,Fnatic,3.0,2.0,1.0,28.08888888888889,51.0,32.0,1.59375,0.9881692854851428,0.082845,2144.3333333333335,0.3333333333333333,0.3333333333333333,0.6666666666666666,6.333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5,,0.3333333333333333,0.5,0.515281671043136,0.5836514541648598,3.058533333333333,0.7880843212877241,1.218146395501954,0.6666666666666666
LEC,2025-01-25,Fnatic,4.0,3.0,1.0,30.4,61.0,40.0,1.525,0.8616626783995714,0.06236629325,2049.75,0.25,0.5,0.5,6.25,0.25,0.5,0.5,0.5,,0.25,0.5,0.516965953925598,0.5701762105852571,3.171125,0.858920383822936,1.4091455109121798,0.75
LEC,2025-01-26,Fnatic,5.0,4.0,1.0,29.776666666666664,77.0,50.0,1.54,0.8799226900623573,0.0611789946,1380.4,0.4,0.6,0.4,6.2,0.2,0.5333333333333333,0.4,0.5,,0.4,0.6,0.5171838742515895,0.5658552541824914,3.16,0.8484069240406334,1.361891851613067,0.8
LEC,2025-01-27,Fnatic,6.0,5.0,1.0,32.125,93.0,63.0,1.4761904761904763,0.8434512792059664,0.0577971455,912.8333333333334,0.3333333333333333,0.5,0.3333333333333333,5.833333333333333,0.16666666666666666,0.5277777777777778,0.3333333333333333,0.5185185185185185,,0.5,0.5714285714285714,0.5121930583960462,0.5699114858993033,3.2754333333333334,0.9007747669943477,1.400867323152733,0.8333333333333334
LEC,2025-02-01,Fnatic,7.0,6.0,1.0,31.614285714285717,117.0,76.0,1.5394736842105263,0.9080970934600053,0.07314226757142858,1009.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,6.428571428571429,0.14285714285714285,0.5238095238095238,0.42857142857142855,0.5806451612903226,,0.5714285714285714,0.625,0.5139798498826674,0.572701675806441,3.2028142857142856,0.8821752193451676,1.405897285244249,0.8571428571428571
LEC,2025-02-02,Fnatic,8.0,7.0,1.0,31.09166666666667,143.0,81.0,1.7654320987654322,0.9358364756110404,0.09379585912499999,1466.75,0.5,0.5,0.5,6.125,0.25,0.4583333333333333,0.5,0.6285714285714286,,0.625,0.6666666666666666,0.5132345552362553,0.5685574691554945,3.1487625,0.8584768284701565,1.362298642207187,0.875
LEC,2025-02-03,Fnatic,9.0,8.0,1.0,30.850000000000005,164.0,84.0,1.9523809523809523,0.9240736651605022,0.11197209699999999,1590.111111111111,0.4444444444444444,0.4444444444444444,0.5555555555555556,6.222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666,,0.6666666666666666,0.7,0.5126589036850233,0.5720510836937729,3.1331888888888892,0.8553095343686054,1.383842789230596,0.8888888888888888
LEC,2025-02-15,Fnatic,2.0,2.0,0.0,29.84166666666667,35.0,11.0,3.1818181818181817,0.7525854229921551,0.134522,1918.0,1.0,0.5,0.5,5.5,1.0,0.5,0.5,0.75,,0.5,1.0,0.5065357527724365,0.5088980960836539,3.1425,0.9102538415301389,1.2583515712898603,1.0
