GP_A,W_A,L_A,AGT_A,K_A,D_A,KD_A,CKPM_A,GSPD_A,GD15_A,FB%_A,FT%_A,F3T%_A,PPG_A,HLD%_A,GRB%_A,FD%_A,DRG%_A,ELD%_A,FBN%_A,BN%_A,LNE%_A,JNG%_A,WPM_A,CWPM_A,WCPM_A,winrate%_A,GP_B,W_B,L_B,AGT_B,K_B,D_B,KD_B,CKPM_B,GSPD_B,GD15_B,FB%_B,FT%_B,F3T%_B,PPG_B,HLD%_B,GRB%_B,FD%_B,DRG%_B,ELD%_B,FBN%_B,BN%_B,LNE%_B,JNG%_B,WPM_B,CWPM_B,WCPM_B,winrate%_B,teamA,teamB,date,league,teamA_win
34.0,24.0,10.0,33.55392156862745,554.0,396.0,1.398989898989899,0.8394730904458668,0.06666380588235293,,0.5294117647058824,0.40625,,,0.546875,,0.5625,0.5740740740740741,,,0.6037735849056604,,0.5353996016704986,2.876626470588236,1.3114415715438632,1.7789886286192633,0.7058823529411765,32.0,8.0,24.0,30.594270833333333,289.0,529.0,0.5463137996219282,0.8442193243132311,-0.08887636037499999,,0.3125,0.28125,,,0.3968253968253968,,0.46875,0.3382352941176471,,,0.2926829268292683,,0.4695419251482431,2.97978125,1.4104816509008113,1.466086989365063,0.25,LNG Esports,Ultra Prime,2023-03-22,LPL,1
34.0,16.0,18.0,31.69803921568627,446.0,432.0,1.0324074074074074,0.8217461824585459,0.0014719505882352984,,0.4411764705882353,0.5882352941176471,,,0.5522388059701493,,0.6176470588235294,0.5337837837837838,,,0.5283018867924528,,0.47201164355057645,3.1001147058823526,1.2799175054338772,1.6722445014633105,0.47058823529411764,33.0,21.0,12.0,31.368181818181814,447.0,372.0,1.2016129032258065,0.7909505769179895,0.05402864060606061,,0.36363636363636365,0.5757575757575758,,,0.5454545454545454,,0.45454545454545453,0.5273972602739726,,,0.6170212765957447,,0.5317222935353393,2.946772727272727,1.3663316064249547,1.641714268737352,0.6363636363636364,Team WE,Weibo Gaming,2023-03-21,LPL,0
36.0,20.0,16.0,32.224999999999994,433.0,424.0,1.0212264150943395,0.7419969318100527,0.030189652777777774,,0.4722222222222222,0.4722222222222222,,,0.5694444444444444,,0.5,0.5125,,,0.6379310344827587,,0.49941064296192156,2.9036527777777774,1.0701071931693622,1.668179558881411,0.5555555555555556,33.0,18.0,15.0,30.897979797979797,469.0,379.0,1.237467018469657,0.8396872256035619,0.02208291515151515,,0.45454545454545453,0.696969696969697,,,0.6461538461538462,,0.5757575757575758,0.5827338129496403,,,0.5434782608695652,,0.5002773913563257,2.607175757575758,1.2126557944701064,1.7178119115315678,0.5454545454545454,Oh My God,Top Esports,2023-03-21,LPL,1
32.0,24.0,8.0,30.833333333333336,506.0,324.0,1.5617283950617284,0.8490917607609558,0.101562141875,,0.53125,0.7419354838709677,,,0.639344262295082,,0.5806451612903226,0.6014492753623188,,,0.6304347826086957,,0.5611337274792711,3.0925625,1.2799063046713313,1.715550558159948,0.75,34.0,13.0,21.0,34.057843137254906,370.0,438.0,0.8447488584474886,0.7035771015874474,-0.02903174,,0.5,0.47058823529411764,,,0.5735294117647058,,0.4411764705882353,0.4591194968553459,,,0.39622641509433965,,0.49108163368582275,2.577105882352942,1.1997893846069787,1.564405849761187,0.38235294117647056,JD Gaming,LGD Gaming,2023-03-20,LPL,1
34.0,11.0,23.0,31.45,394.0,454.0,0.8678414096916299,0.802454129889905,-0.043124563235294115,,0.5294117647058824,0.36363636363636365,,,0.3076923076923077,,0.5454545454545454,0.4166666666666667,,,0.42,,0.47254920230540687,2.472073529411765,1.0131839876091717,1.5313682235169535,0.3235294117647059,32.0,16.0,16.0,31.413020833333334,384.0,391.0,0.9820971867007673,0.7834466919756284,-0.0018553865624999985,,0.53125,0.6774193548387096,,,0.45901639344262296,,0.5161290322580645,0.5071428571428571,,,0.4634146341463415,,0.48538228861939525,2.80953125,1.2747214156732432,1.733936177920911,0.5,Ninjas in Pyjamas,Royal Never Give Up,2023-03-20,LPL,1
31.0,22.0,9.0,33.78709677419354,504.0,367.0,1.3732970027247957,0.838599927400874,0.055514287096774195,,0.5161290322580645,0.3448275862068966,,,0.5344827586206896,,0.5517241379310345,0.5637583892617449,,,0.6326530612244898,,0.5370778231290881,2.8255838709677423,1.322371504932581,1.8249834270085346,0.7096774193548387,31.0,17.0,14.0,31.312365591397857,410.0,401.0,1.0224438902743143,0.8556542446619708,-0.0004263000000000009,,0.6774193548387096,0.4838709677419355,,,0.5645161290322581,,0.3870967741935484,0.44360902255639095,,,0.5,,0.47502056075275156,3.014996774193549,1.1644630868932386,1.6550541371084126,0.5483870967741935,LNG Esports,Invictus Gaming,2023-03-19,LPL,1
34.0,11.0,23.0,32.18578431372549,376.0,472.0,0.7966101694915254,0.7880933748187164,-0.05342788529411764,,0.4411764705882353,0.47058823529411764,,,0.5303030303030303,,0.38235294117647056,0.4161073825503356,,,0.38636363636363635,,0.4915820933868738,2.6464794117647052,1.197705218338683,1.7468656190030003,0.3235294117647059,34.0,25.0,9.0,31.18676470588235,448.0,335.0,1.337313432835821,0.7401653367387465,0.041522751764705886,,0.4411764705882353,0.6176470588235294,,,0.3235294117647059,,0.5588235294117647,0.6643356643356644,,,0.6595744680851063,,0.5311944283400111,2.6796411764705885,1.0927283946068933,1.6258534889460525,0.7352941176470589,FunPlus Phoenix,EDward Gaming,2023-03-19,LPL,1
31.0,18.0,13.0,30.889784946236556,453.0,339.0,1.336283185840708,0.8355799314614825,0.03209205483870967,,0.45161290322580644,0.7096774193548387,,,0.6229508196721312,,0.5806451612903226,0.6,,,0.5581395348837209,,0.5048992227747637,2.5801129032258068,1.2061071186048715,1.680465091687941,0.5806451612903226,35.0,20.0,15.0,32.31476190476191,459.0,450.0,1.02,0.7900960907665764,0.03597214457142857,,0.5142857142857142,0.5142857142857142,,,0.5285714285714286,,0.5714285714285714,0.5483870967741935,,,0.559322033898305,,0.5286769848971443,2.7791171428571433,1.229584344574132,1.655939113356932,0.5714285714285714,Top Esports,Bilibili Gaming,2023-03-18,LPL,0
32.0,13.0,19.0,31.75625,344.0,441.0,0.780045351473923,0.779764046968997,-0.02550653125,,0.5625,0.41935483870967744,,,0.45161290322580644,,0.5161290322580645,0.40559440559440557,,,0.4791666666666667,,0.4938398206658063,2.6129375,1.1146696613331546,1.7062448749552719,0.40625,30.0,22.0,8.0,30.82611111111111,472.0,295.0,1.6,0.8427079291835777,0.10330334133333335,,0.5333333333333333,0.7586206896551724,,,0.631578947368421,,0.5862068965517241,0.5968992248062015,,,0.5952380952380952,,0.5650085841104975,3.0939099999999997,1.2786896426900674,1.7168874230726228,0.7333333333333333,Rare Atom,JD Gaming,2023-03-18,LPL,0
31.0,19.0,12.0,31.888172043010755,421.0,366.0,1.150273224043716,0.7981467924572186,0.042779391612903235,,0.3225806451612903,0.5483870967741935,,,0.5161290322580645,,0.41935483870967744,0.5107913669064749,,,0.6086956521739131,,0.5249040072135301,2.9252419354838706,1.3701086917056737,1.6492416463021853,0.6129032258064516,32.0,11.0,21.0,31.95885416666667,388.0,428.0,0.9065420560747663,0.810144435754278,-0.0315453484375,,0.5625,0.3870967741935484,,,0.32786885245901637,,0.5806451612903226,0.4306569343065693,,,0.42857142857142855,,0.47942138566970594,2.4540687500000002,1.0150989733859608,1.5428175378429407,0.34375,Weibo Gaming,Ninjas in Pyjamas,2023-03-18,LPL,1
31.0,23.0,8.0,31.61451612903226,414.0,301.0,1.3754152823920265,0.730039112720442,0.0483366535483871,,0.4838709677419355,0.6129032258064516,,,0.3225806451612903,,0.5806451612903226,0.6793893129770993,,,0.6590909090909091,,0.5355169275145663,2.6408032258064518,1.0947358123225495,1.6362944637716093,0.7419354838709677,33.0,19.0,14.0,32.72121212121212,399.0,390.0,1.023076923076923,0.7326509269811583,0.030308024242424236,,0.42424242424242425,0.48484848484848486,,,0.5606060606060606,,0.48484848484848486,0.5135135135135135,,,0.6545454545454545,,0.4982307791055987,2.869990909090909,1.0848265716030363,1.7039364433967223,0.5757575757575758,EDward Gaming,Oh My God,2023-03-17,LPL,1
37.0,11.0,26.0,31.857657657657672,365.0,502.0,0.7270916334661355,0.7413174986392737,-0.08140093264864867,,0.5405405405405406,0.43243243243243246,,,0.3918918918918919,,0.35135135135135137,0.4146341463414634,,,0.3,,0.46443738538646295,2.76587027027027,1.2503376773594814,1.3999340397595055,0.2972972972972973,32.0,11.0,21.0,32.064062500000006,357.0,432.0,0.8263888888888888,0.7839961534386215,-0.05453451875,,0.4375,0.46875,,,0.5161290322580645,,0.375,0.4172661870503597,,,0.36585365853658536,,0.49162547047018956,2.5593,1.1837555200108052,1.7289863855728176,0.34375,Anyone's Legend,FunPlus Phoenix,2023-03-17,LPL,1
30.0,14.0,16.0,31.79833333333334,346.0,379.0,0.9129287598944591,0.7710355685678932,-0.013525379000000004,,0.5,0.6551724137931034,,,0.47368421052631576,,0.4827586206896552,0.48120300751879697,,,0.4358974358974359,,0.4828156933246437,2.8155066666666664,1.2862726108266533,1.7329860954822593,0.4666666666666667,30.0,8.0,22.0,30.925,277.0,491.0,0.5641547861507128,0.8358597097280028,-0.08325515106666666,,0.3333333333333333,0.3,,,0.3728813559322034,,0.5,0.35658914728682173,,,0.3076923076923077,,0.46932538122586415,2.979460000000001,1.4196642397570354,1.4989082013327655,0.26666666666666666,Royal Never Give Up,Ultra Prime,2023-03-16,LPL,1
31.0,14.0,17.0,31.66559139784946,397.0,407.0,0.9754299754299754,0.8242959807924385,-0.007627875161290319,,0.3870967741935484,0.5806451612903226,,,0.5409836065573771,,0.5806451612903226,0.5112781954887218,,,0.5102040816326531,,0.4675594883615843,3.027303225806452,1.2748195248109457,1.6662752422569194,0.45161290322580644,31.0,12.0,19.0,34.25376344086022,345.0,389.0,0.8868894601542416,0.6946911824176853,-0.02259899064516129,,0.5483870967741935,0.4838709677419355,,,0.5967741935483871,,0.4838709677419355,0.4791666666666667,,,0.40816326530612246,,0.4919621705428534,2.5222903225806452,1.2150771715214035,1.5590780453497266,0.3870967741935484,Team WE,LGD Gaming,2023-03-16,LPL,1
34.0,10.0,24.0,32.17598039215687,335.0,454.0,0.737885462555066,0.7266133071215763,-0.08226892670588237,,0.5588235294117647,0.4117647058823529,,,0.35294117647058826,,0.35294117647058826,0.4144736842105263,,,0.2916666666666667,,0.46452400778654607,2.708814705882353,1.2485262367193857,1.4053124203317073,0.29411764705882354,28.0,20.0,8.0,34.380357142857136,456.0,337.0,1.3531157270029674,0.8311679550681274,0.053794710714285716,,0.5,0.34615384615384615,,,0.5769230769230769,,0.5384615384615384,0.5620437956204379,,,0.6382978723404256,,0.5373445108867905,2.783035714285714,1.3285783666146855,1.8333471665730454,0.7142857142857143,Anyone's Legend,LNG Esports,2023-03-15,LPL,0
29.0,14.0,15.0,32.43563218390805,363.0,352.0,1.03125,0.7730158504718724,-0.019751682758620687,,0.6551724137931034,0.3448275862068966,,,0.5689655172413793,,0.5172413793103449,0.5588235294117647,,,0.41304347826086957,,0.48891690094682144,3.160258620689655,1.2392562196398567,1.7568201723340942,0.4827586206896552,28.0,17.0,11.0,30.785714285714285,428.0,307.0,1.3941368078175895,0.8603657797773002,0.03947256071428572,,0.42857142857142855,0.7142857142857143,,,0.6363636363636364,,0.5714285714285714,0.6186440677966102,,,0.5897435897435898,,0.5093054784587927,2.5200214285714284,1.189051007955744,1.6646575938499208,0.6071428571428571,ThunderTalk Gaming,Top Esports,2023-03-15,LPL,1
