GP_A,AGT_A,KD_A,CKPM_A,GPR_A,GSPD_A,EGR_A,MLR_A,GD15_A,FB%_A,FT%_A,F3T%_A,PPG_A,HLD%_A,GRB%_A,FD%_A,DRG%_A,ELD%_A,FBN%_A,BN%_A,LNE%_A,JNG%_A,WPM_A,CWPM_A,WCPM_A,winrate%_A,GP_B,AGT_B,KD_B,CKPM_B,GPR_B,GSPD_B,EGR_B,MLR_B,GD15_B,FB%_B,FT%_B,F3T%_B,PPG_B,HLD%_B,GRB%_B,FD%_B,DRG%_B,ELD%_B,FBN%_B,BN%_B,LNE%_B,JNG%_B,WPM_B,CWPM_B,WCPM_B,winrate%_B,teamA,teamB,date,tournament
38,30.8,0.85,1.0,,-0.023,,,,0.45,0.45,,,0.43,0.55,0.63,0.53,,,0.5,0.496,0.494,3.5,1.33,1.6,0.3947368421052631,22,31.4,1.72,0.93,,0.085,,,,0.64,0.41,,,0.36,0.35,0.55,0.68,,,0.67,0.512,0.526,3.6,1.28,1.64,0.7727272727272727,Team WE,EDward Gaming,2025-08-31,LPL 2025 Grand Finals
