teamA,teamB,scoreA,scoreB,date
CTBC Flying Oyster,GAM Esports,3,2,2025-06-08
PSG Talon,GAM Esports,1,3,2025-06-07
GAM Esports,Team Secret Whales,3,1,2025-06-06
CTBC Flying Oyster,PSG Talon,3,2,2025-06-01
Team Secret Whales,PSG Talon,0,2,2025-05-31
CTBC Flying Oyster,GAM Esports,2,1,2025-05-31
GAM Esports,MGN Vikings Esports,2,1,2025-05-30
PSG Talon,Fukuoka SoftBank HAWKS gaming,2,0,2025-05-30
