teamA,teamB,scoreA,scoreB,date
Movistar R7,Estral Esports,3,0,2023-08-26
Estral Esports,Six Karma,3,2,2023-08-15
Six Karma,Isurus,3,2,2023-08-09
Movistar R7,Estral Esports,3,1,2023-08-08
Isurus,Infinity eSports,3,2,2023-08-02
Team Aze,Isurus,1,3,2023-08-01
Estral Esports,Six Karma,3,1,2023-07-26
Movistar R7,Infinity eSports,3,1,2023-07-25
