teamA,teamB,scoreA,scoreB,date
Team Liquid,FlyQuest,1,3,2024-09-07
FlyQuest,100 Thieves,3,0,2024-09-06
Cloud9,100 Thieves,1,3,2024-09-01
Team Liquid,FlyQuest,3,2,2024-08-31
100 Thieves,Dignitas,3,2,2024-08-30
Cloud9,FlyQuest,1,3,2024-08-25
Team Liquid,100 Thieves,3,0,2024-08-24
Dignitas,NRG,3,2,2024-08-23
FlyQuest,NRG,3,1,2024-08-18
Dignitas,100 Thieves,0,3,2024-08-17
