teamA,teamB,scoreA,scoreB,date
G2 Esports,KOI,2,1,2023-04-16
Astralis,MAD Lions,0,2,2023-04-16
G2 Esports,SK Gaming,2,0,2023-04-15
MAD Lions,Fnatic,2,1,2023-04-15
Team BDS,KOI,2,0,2023-04-10
Astralis,Team Vitality,0,2,2023-04-10
G2 Esports,KOI,1,2,2023-04-09
Team BDS,SK Gaming,2,0,2023-04-09
Team Vitality,MAD Lions,2,0,2023-04-08
Astralis,Fnatic,2,1,2023-04-08
