teamA,teamB,scoreA,scoreB,date
Team Whales,GAM Esports,1,3,2023-09-09
Team Secret,Team Whales,2,3,2023-09-03
Team Whales,Saigon Buffalo,3,2,2023-09-02
Team Secret,GAM Esports,2,3,2023-08-27
Saigon Buffalo,Team Flash,3,2,2023-08-26
Team Whales,Cerberus Esports,3,0,2023-08-25
Team Whales,Team Secret,0,3,2023-08-20
Saigon Buffalo,GAM Esports,1,3,2023-08-19
Cerberus Esports,Team Secret,2,3,2023-08-13
Saigon Buffalo,Team Flash,3,1,2023-08-12
