teamA,teamB,scoreA,scoreB,date
G2 Esports,Movistar KOI,1,3,2025-06-08
Movistar KOI,Karmine Corp,3,2,2025-06-07
Karmine Corp,Fnatic,3,0,2025-06-02
Karmine Corp,Team Heretics,3,1,2025-06-01
Fnatic,GIANTX,3,1,2025-05-31
Movistar KOI,G2 Esports,1,3,2025-05-26
Karmine Corp,Movistar KOI,2,3,2025-05-25
Fnatic,G2 Esports,1,3,2025-05-24
