teamA,teamB,scoreA,scoreB,date
FlyQuest,Cloud9,3,2,2025-06-15
Cloud9,Shopify Rebellion,3,0,2025-06-14
Team Liquid,Shopify Rebellion,1,3,2025-06-08
FlyQuest,Cloud9,3,2,2025-06-07
100 Thieves,Shopify Rebellion,0,3,2025-06-01
Team Liquid,Dignitas,3,1,2025-05-31
Cloud9,Team Liquid,3,0,2025-05-25
FlyQuest,Shopify Rebellion,3,0,2025-05-24
