teamA,teamB,scoreA,scoreB,date
KT Rolster,DRX,2,0,2023-03-19
T1,Nongshim RedForce,2,0,2023-03-19
Gen.G eSports,Dplus KIA,2,0,2023-03-18
Hanwha Life eSports,Liiv SANDBOX,2,1,2023-03-18
BRION,Nongshim RedForce,0,2,2023-03-17
Kwangdong Freecs,KT Rolster,0,2,2023-03-17
Hanwha Life eSports,Gen.G eSports,0,2,2023-03-16
Dplus KIA,T1,0,2,2023-03-16
Liiv SANDBOX,BRION,2,0,2023-03-15
Kwangdong Freecs,DRX,2,1,2023-03-15
Gen.G eSports,Kwangdong Freecs,1,2,2023-03-12
Dplus KIA,BRION,2,1,2023-03-12
T1,Hanwha Life eSports,2,1,2023-03-11
Liiv SANDBOX,DRX,2,1,2023-03-11
BRION,KT Rolster,0,2,2023-03-10
Dplus KIA,Nongshim RedForce,2,0,2023-03-10
T1,DRX,2,0,2023-03-09
Gen.G eSports,Liiv SANDBOX,2,0,2023-03-09
KT Rolster,Hanwha Life eSports,2,1,2023-03-08
Kwangdong Freecs,Nongshim RedForce,2,1,2023-03-08
BRION,Gen.G eSports,0,2,2023-03-05
Liiv SANDBOX,KT Rolster,0,2,2023-03-05
Nongshim RedForce,DRX,1,2,2023-03-04
Hanwha Life eSports,Dplus KIA,0,2,2023-03-04
BRION,T1,0,2,2023-03-03
Liiv SANDBOX,Kwangdong Freecs,1,2,2023-03-03
Hanwha Life eSports,Nongshim RedForce,2,0,2023-03-02
KT Rolster,Gen.G eSports,2,1,2023-03-02
DRX,Dplus KIA,0,2,2023-03-01
Kwangdong Freecs,T1,0,2,2023-03-01
Hanwha Life eSports,Kwangdong Freecs,2,0,2023-02-26
BRION,DRX,1,2,2023-02-26
Nongshim RedForce,Liiv SANDBOX,1,2,2023-02-25
T1,KT Rolster,2,0,2023-02-25
Dplus KIA,Kwangdong Freecs,2,0,2023-02-24
Gen.G eSports,DRX,2,0,2023-02-24
T1,Liiv SANDBOX,2,0,2023-02-23
Hanwha Life eSports,BRION,2,1,2023-02-23
KT Rolster,Dplus KIA,0,2,2023-02-22
Nongshim RedForce,Gen.G eSports,0,2,2023-02-22
Dplus KIA,Liiv SANDBOX,0,2,2023-02-19
T1,Gen.G eSports,2,1,2023-02-19
Nongshim RedForce,KT Rolster,0,2,2023-02-18
Kwangdong Freecs,BRION,1,2,2023-02-18
Hanwha Life eSports,DRX,2,0,2023-02-17
Liiv SANDBOX,T1,1,2,2023-02-17
Kwangdong Freecs,Gen.G eSports,1,2,2023-02-16
BRION,Dplus KIA,0,2,2023-02-16
Nongshim RedForce,Hanwha Life eSports,0,2,2023-02-15
DRX,KT Rolster,0,2,2023-02-15
T1,DRX,2,0,2023-02-12
Dplus KIA,Hanwha Life eSports,2,0,2023-02-12
KT Rolster,Gen.G eSports,2,1,2023-02-11
Kwangdong Freecs,Nongshim RedForce,2,0,2023-02-11
DRX,Liiv SANDBOX,1,2,2023-02-10
BRION,Hanwha Life eSports,1,2,2023-02-10
Gen.G eSports,Nongshim RedForce,2,0,2023-02-09
Dplus KIA,KT Rolster,1,2,2023-02-09
T1,BRION,2,0,2023-02-08
Liiv SANDBOX,Kwangdong Freecs,2,1,2023-02-08
Kwangdong Freecs,Dplus KIA,1,2,2023-02-05
BRION,KT Rolster,0,2,2023-02-05
T1,Nongshim RedForce,2,1,2023-02-04
Hanwha Life eSports,DRX,2,1,2023-02-04
Gen.G eSports,Liiv SANDBOX,2,1,2023-02-03
KT Rolster,Kwangdong Freecs,0,2,2023-02-03
Hanwha Life eSports,T1,2,1,2023-02-02
DRX,BRION,1,2,2023-02-02
Gen.G eSports,Dplus KIA,2,0,2023-02-01
Liiv SANDBOX,Nongshim RedForce,2,0,2023-02-01
Kwangdong Freecs,DRX,0,2,2023-01-29
Hanwha Life eSports,Gen.G eSports,1,2,2023-01-29
BRION,Liiv SANDBOX,1,2,2023-01-28
T1,Dplus KIA,2,1,2023-01-28
Hanwha Life eSports,KT Rolster,0,2,2023-01-27
DRX,Nongshim RedForce,1,2,2023-01-27
T1,Kwangdong Freecs,2,0,2023-01-26
Gen.G eSports,BRION,2,0,2023-01-26
Liiv SANDBOX,KT Rolster,2,1,2023-01-25
Nongshim RedForce,Dplus KIA,0,2,2023-01-25
KT Rolster,Nongshim RedForce,2,1,2023-01-22
Hanwha Life eSports,Liiv SANDBOX,1,2,2023-01-22
Kwangdong Freecs,BRION,1,2,2023-01-21
Gen.G eSports,DRX,2,0,2023-01-21
Dplus KIA,Liiv SANDBOX,2,0,2023-01-20
T1,KT Rolster,2,1,2023-01-20
Nongshim RedForce,BRION,0,2,2023-01-19
Kwangdong Freecs,Hanwha Life eSports,0,2,2023-01-19
T1,Gen.G eSports,2,0,2023-01-18
Dplus KIA,DRX,2,0,2023-01-18
