teamA,teamB,tournament,year,month,day,diff_GP,ratio_GP,diff_AGT,ratio_AGT,diff_KD,ratio_KD,diff_CKPM,ratio_CKPM,diff_GPR,ratio_GPR,diff_GSPD,ratio_GSPD,diff_EGR,ratio_EGR,diff_MLR,ratio_MLR,diff_GD15,ratio_GD15,diff_FB%,ratio_FB%,diff_FT%,ratio_FT%,diff_F3T%,ratio_F3T%,diff_PPG,ratio_PPG,diff_HLD%,ratio_HLD%,diff_GRB%,ratio_GRB%,diff_FD%,ratio_FD%,diff_DRG%,ratio_DRG%,diff_ELD%,ratio_ELD%,diff_FBN%,ratio_FBN%,diff_BN%,ratio_BN%,diff_LNE%,ratio_LNE%,diff_JNG%,ratio_JNG%,diff_WPM,ratio_WPM,diff_CWPM,ratio_CWPM,diff_WCPM,ratio_WCPM,diff_winrate%,ratio_winrate%
54,13,-1,2025,8,31,16,1.727272648760334,-0.5999999999999979,0.9808916885066341,-0.87,0.49418575919432606,0.06999999999999995,1.075267661002515,0.0,1.000001000001,-0.10800000000000001,-0.27058505194056537,0.0,1.000001000001,0.0,1.000001000001,0.0,1.000001000001,-0.19,0.7031239013689041,0.040000000000000036,1.0975582986382961,0.0,1.000001000001,0.0,1.000001000001,0.07,1.1944411265524264,0.20000000000000007,1.5714240816454814,0.07999999999999996,1.1454524628137037,-0.15000000000000002,0.7794106185137962,0.0,1.000001000001,0.0,1.000001000001,-0.17000000000000004,0.7462675428842642,-0.016000000000000014,0.9687481079138517,-0.03200000000000003,0.9391617126203181,-0.10000000000000009,0.9722219521605688,0.050000000000000044,1.0390616882330561,-0.039999999999999813,0.9756091612139263,-0.3779904306220096,0.5108352522317787
